405;Kind, Johann Friedrich: Der Freischütz (1821)
404;Törring, Josef August von: Agnes Bernauerin (1780)
403;Kaltneker, Hans: Das Bergwerk (1921)
402;L'Arronge, Adolph: Hasemann's Töchter (1879)
401;Lessing, Gotthold Ephraim: Die alte Jungfer (1749)
400;Lenz, Jakob Michael Reinhold: Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi (1773)
40;Wedekind, Frank: Frühlings Erwachen (1890)
4;Immermann, Karl: Merlin (1832)
399;Holz, Arno: Traumulus (1904)
398;Gerhäuser, Emil: Der Moloch (1906)
397;Schlegel, Johann Elias: Der geschäftige Müßiggänger (1743)
396;Wagner, Heinrich Leopold: Die Kindermörderin (1776)
395;Gottsched, Luise Adelgunde Victorie: Der Witzling (1745)
394;Weißenthurn, Johanna von: Welche ist die Braut! (1813)
393;Grabbe, Christian Dietrich: Hannibal (1835)
392;Hebbel, Friedrich: Siegfrieds Tod (1861)
391;Lessing, Gotthold Ephraim: Der Misogyn (1755)
390;Holz, Arno: Ignorabimus (1927)
39;Anzengruber, Ludwig: Heimg'funden (1885)
389;Laube, Heinrich: Struensee (1844)
388;Goethe, Johann Wolfgang von: Satyros oder Der vergötterte Waldteufel (1773)
387;Hofmannsthal, Hugo von: Der Turm (1924)
386;Hofmannsthal, Hugo von: Der Unbestechliche (1923)
385;Hauptmann, Carl: Tobias Buntschuh (1920)
384;Brentano, Clemens: Die Gründung Prags (1815)
383;Goethe, Johann Wolfgang von: Erwin und Elmire (1775)
382;Schröder, Friedrich Ludwig: Der Vetter in Lissabon (1784)
381;Stephanie, Johann Gottlieb (der Jüngere): Die Entführung aus dem Serail (1782)
380;Grabbe, Christian Dietrich: Scherz, Satire, Ironie und tiefere Bedeutung (1822)
38;Goethe, Johann Wolfgang von: Die natürliche Tochter (1803)
379;Lessing, Gotthold Ephraim: Der Freigeist (1755)
378;Grabbe, Christian Dietrich: Napoleon oder Die hundert Tage (1830)
377;Wedekind, Frank: Die Zensur (1909)
376;Ganghofer, Ludwig: Der Herrgottschnitzer von Ammergau (1880)
375;Hofmannsthal, Hugo von: Elektra (1903)
374;Lenz, Jakob Michael Reinhold: Die Soldaten (1775)
373;Wieland, Christoph Martin: Alceste (1773)
372;Grillparzer, Franz: Ein treuer Diener seines Herrn (1828)
371;Büchner, Georg: Leonce und Lena (1836)
370;Scheerbart, Paul: Das Mirakel (1904)
37;Thoma, Ludwig: Die Medaille (1901)
369;Lessing, Gotthold Ephraim: Nathan der Weise (1783)
368;Panizza, Oskar: Nero (1898)
367;Ertler, Bruno: Belian und Marpalye (1924)
366;Nestroy, Johann: Der Zerrissene (1844)
365;Freytag, Gustav: Die Journalisten (1852)
364;Hofmannsthal, Hugo von: Der Schwierige (1921)
363;Kleist, Heinrich von: Der zerbrochene Krug (1808)
362;Kleist, Heinrich von: Prinz Friedrich von Homburg (1810)
361;Thoma, Ludwig: Die Lokalbahn (1902)
360;Müllner, Adolph: Die Schuld (1813)
36;Mosenthal, Salomon Hermann von: Die Königin von Saba (1875)
359;Hippel, Theodor Gottlieb von: Der Mann nach der Uhr, oder der ordentliche Mann (1765)
358;Grillparzer, Franz: Der Traum ein Leben (1834)
357;Lessing, Gotthold Ephraim: Minna von Barnhelm oder Das Soldatenglück (1767)
356;Goethe, Johann Wolfgang von: Proserpina (1778)
355;Bäuerle, Adolf: Die Bürger in Wien (1813)
354;Benedix, Julius Roderich: Die Lügnerin (1862)
353;Niebergall, Ernst Elias: Datterich (1862)
352;Dovsky, Beatrice: Mona Lisa (1915)
351;Ruederer, Josef: Die Fahnenweihe (1896)
350;Hartleben, Otto Erich: Die sittliche Forderung (1896)
35;Benedix, Julius Roderich: Die Hochzeitsreise (1849)
349;Wagner, Richard: Die Walküre (1876)
348;Gleich, Joseph Alois: Der Eheteufel auf Reisen (1821)
347;Borkenstein, Hinrich: Der Bookesbeutel (1742)
346;Körner, Theodor: Zriny (1812)
345;Klopstock, Friedrich Gottlieb: Hermanns Schlacht (1769)
344;Stephanie, Johann Gottlieb (der Jüngere): Doktor und Apotheker (1786)
343;Schnitzler, Arthur: Professor Bernhardi (1912)
342;Schlegel, Johann Elias: Der Triumph der guten Frauen (1748)
341;Nestroy, Johann: Das Haus der Temperamente (1837)
340;Weißenthurn, Johanna von: Das Manuscript (1817)
34;Scheerbart, Paul: Es lebe Europa! (1904)
339;Bretzner, Christoph Friedrich: Belmont und Constanze oder Die Entführung aus dem Serail (1781)
338;Lenz, Jakob Michael Reinhold: Der Hofmeister oder Vorteile der Privaterziehung (1778)
337;Anzengruber, Ludwig: Der Pfarrer von Kirchfeld (1870)
336;Schnitzler, Arthur: Der grüne Kakadu (1899)
335;Eichendorff, Joseph von: Das Incognito oder Die mehreren Könige oder Alt und Neu (1843)
334;Mosenthal, Salomon Hermann von: Die lustigen Weiber von Windsor (1849)
333;Widmann, Joseph Viktor: Der Widerspenstigen Zähmung (1874)
332;Scheerbart, Paul: Der Schornsteinfeger (1904)
331;Holtei, Karl von: Die Kalkbrenner (1825)
330;Klemm, Christian Gottlob: Der auf den Parnass versetzte grüne Hut (1767)
33;Stephanie, Johann Gottlieb (der Jüngere): Der Schauspieldirektor (1786)
329;Haffner, Carl: Die Fledermaus (1874)
328;Schlegel, Johann Elias: Die stumme Schönheit (1747)
327;Hebbel, Friedrich: Genoveva (1849)
326;Gellert, Christian Fürchtegott: Die zärtlichen Schwestern (1747)
325;Hebbel, Friedrich: Der Rubin (1849)
324;Hebbel, Friedrich: Judith (1840)
323;Wedekind, Frank: Franziska (1912)
322;Bleibtreu, Karl: Ein Faust der That (1889)
321;Neuber, Friederike Caroline: Ein Deutsches Vorspiel (1734)
320;Krüger, Johann Christian: Die Candidaten oder Die Mittel zu einem Amte zu gelangen (1747)
32;Gerstenberg, Heinrich Wilhelm von: Ugolino (1769)
319;Wagner, Richard: Götterdämmerung (1876)
318;Cornelius, Peter: Der Barbier von Bagdad (1858)
317;Wagner, Richard: Das Rheingold (1876)
316;Meisl, Karl: Orpheus und Euridice So geht es im Olymp zu! (1813)
315;Moser, Gustav von: Krieg oder Frieden (1881)
314;Benkowitz, Karl Friedrich: Die Jubelfeier der Hölle, oder Faust der jüngere (1801)
313;Tieck, Ludwig: Die verkehrte Welt (1800)
312;Immermann, Karl: Andreas Hofer, der Sandwirt von Passeyer (1835)
311;Schiller, Friedrich: Maria Stuart (1800)
310;Scheerbart, Paul: Die Urgrossmutter (1904)
31;Lessing, Gotthold Ephraim: Damon, oder die wahre Freundschaft (1747)
309;Hebbel, Friedrich: Maria Magdalene (1846)
308;Raimund, Ferdinand: Der Alpenkönig und der Menschenfeind (1828)
307;Riese, Friedrich Wilhelm: Martha oder Der Markt zu Richmond (1847)
306;Schnitzler, Arthur: Der Puppenspieler (1903)
305;Nestroy, Johann: Eulenspiegel oder Schabernack über Schabernack (1835)
304;Anzengruber, Ludwig: Die Kreuzelschreiber (1872)
303;Iffland, August Wilhelm: Der Spieler (1796)
302;Schäfer, Wilhelm: Faustine, der weibliche Faust (1898)
301;Arnim, Ludwig Achim von: Halle (1811)
300;Hofmannsthal, Hugo von: Ödipus und die Sphinx (1906)
30;Scheerbart, Paul: Der alte Petrus, oder Im Himmel spukt es auch (1904)
3;Wedekind, Frank: Der Kammersänger (1899)
299;Dehmel, Richard Fedor Leopold: Michel Michael (1911)
298;Raimund, Ferdinand: Das Mädchen aus der Feenwelt oder Der Bauer als Millionär (1826)
297;Scheerbart, Paul: Das Gift (1904)
296;Hebbel, Friedrich: Trauerspiel in Sizilien (1846)
295;Wohlbrück, Wilhelm August: Der Vampyr (1828)
294;Gessner, Salomon: Evander und Alcimna (1762)
293;Günderode, Karoline von: Udohla (1805)
292;Schnitzer, Ignaz: Der Zigeunerbaron (1885)
291;Weiße, Christian Felix: Atreus und Thyest (1766)
290;Kobell, Franz von: Der Roaga (1847)
29;Heiseler, Henry von: Die Kinder Godunófs (1930)
289;Holtei, Karl von: Ein Trauerspiel in Berlin (1832)
288;Hauptmann, Carl: Im goldenen Tempel-Buche verzeichnet (1910)
287;Lassalle, Ferdinand: Franz von Sickingen (1859)
286;Grillparzer, Franz: König Ottokars Glück und Ende (1825)
285;Tieck, Ludwig: Der gestiefelte Kater (1844)
284;Heine, Heinrich: Almansor (1821)
283;Brawe, Joachim Wilhelm von: Der Freigeist (1758)
282;Ayrenhoff, Cornelius Hermann von: Virginia oder das abgeschaffte Decemvirat (1790)
281;Kotzebue, August von: Die beiden Klingsberg (1801)
280;Prutz, Robert Eduard: Die politische Wochenstube (1845)
28;Nestroy, Johann: Zu ebener Erde und erster Stock oder Die Launen des Glückes (1835)
279;Uhland, Ludwig: Ludwig der Bayer (1826)
278;Avenarius, Ferdinand: Faust (1919)
277;Schnitzler, Arthur: Das weite Land (1911)
276;Essig, Hermann: Der Frauenmut (1914)
275;Zschokke, Heinrich: Abellino (1795)
274;Tieck, Ludwig: Ritter Blaubart (1796)
273;Devrient, Philipp Eduard: Die Gunst des Augenblicks (1880)
272;Lessing, Gotthold Ephraim: Der junge Gelehrte (1748)
271;Schönthan, Franz und Paul von: Der Raub der Sabinerinnen (1885)
270;Arnim, Ludwig Achim von: Marino Caboga (1826)
27;Bauernfeld, Eduard von: Bürgerlich und Romantisch (1835)
269;Kotzebue, August von: Der Wildschütz oder Die Stimme der Natur (1842)
268;Birch-Pfeiffer, Charlotte: In der Heimath (1865)
267;Hofmannsthal, Hugo von: Ariadne auf Naxos (1916)
266;Heyse, Paul: Don Juan's Ende (1884)
265;Hofmannsthal, Hugo von: Das Salzburger große Welttheater (1922)
264;Wagner, Heinrich Leopold: Die Reue nach der That (1775)
263;Lautensack, Heinrich: Medusa (1904)
262;Engel, Johann Jakob: Eid und Pflicht (1776)
261;Müllner, Adolph: König Yngurd (1817)
260;Leisewitz, Johann Anton: Die Pfandung (1774)
26;Gehe, Eduard Heinrich: Jessonda (1828)
259;Tieck, Ludwig: Prinz Zerbino oder die Reise nach dem guten Geschmack (1799)
258;Voß, Julius von: Faust (1823)
257;Weidmann, Paul: Der Dorfbarbier (1796)
256;Schikaneder, Johann Emanuel: Die Zauberflöte (1791)
255;Eichendorff, Joseph von: Der letzte Held von Marienburg (1831)
254;Laube, Heinrich: Monaldeschi (1841)
253;Hebbel, Friedrich: Demetrius (1869)
252;Gottsched, Johann Christoph: Atalanta oder die bezwungene Sprödigkeit (1741)
251;Rosenow, Emil: Die im Schatten leben (1899)
250;Scheerbart, Paul: Der Wetterfürst (1904)
25;Schiller, Friedrich: Wallensteins Lager (1798)
249;Lessing, Gotthold Ephraim: Der Schatz (1755)
248;Schlaf, Johannes: Meister Oelze (1900)
247;Birch-Pfeiffer, Charlotte: Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297 (1829)
246;Gotter, Friedrich Wilhelm: Medea (1775)
245;Wagner, Richard: Der fliegende Holländer (1843)
244;Gottsched, Johann Christoph: Der sterbende Cato (1731)
243;Goethe, Johann Wolfgang: Faust. Der Tragödie erster Teil (1806)
242;Bernard, Josef Karl: Faust (1816)
241;Raimund, Ferdinand: Der Verschwender (1834)
240;Wildenbruch, Ernst von: Die Haubenlerche (1890)
24;Lautensack, Heinrich: Die Pfarrhauskomödie (1911)
239;Hauptmann, Carl: Der Antiquar (1909)
238;Hebbel, Friedrich: Gyges und sein Ring (1889)
237;Hofmannsthal, Hugo von: Die Frau im Fenster (1898)
236;Dehmel, Richard Fedor Leopold: Die Menschenfreunde (1917)
235;Iffland, August Wilhelm: Verbrechen aus Ehrsucht (1784)
234;Schlegel, August Wilhelm: Jon (1802)
233;Freytag, Gustav: Graf Waldemar (1848)
232;Schnitzler, Arthur: Reigen (1896)
231;Scheerbart, Paul: Rübezahl (1904)
230;Neuber, Friederike Caroline: Die Verehrung der Vollkommenheit durch die gebesserten deutschen Schauspiele (1737)
23;Wedekind, Frank: Hidalla oder Sein und Haben (1905)
229;Mühsam, Erich: Staatsräson (1929)
228;Simrock, Karl: Doctor Johannes Faust (1846)
227;Schiller, Friedrich: Die Jungfrau von Orleans (1801)
226;Neuber, Friederike Caroline: Die von der Weisheit wider die Unwissenheit beschützte Schauspielkunst (1736)
225;Kotzebue, August von: Die deutschen Kleinstädter (1808)
224;Goethe, Johann Wolfgang von: Die Laune des Verliebten (1768)
223;Holz, Arno: Die Familie Selicke (1890)
222;Lessing, Gotthold Ephraim: Die Juden (1749)
221;May, Karl: Babel und Bibel (1906)
220;Gottsched, Luise Adelgunde Victorie: Das Testament (1745)
22;Schnitzler, Arthur: Zum grossen Wurstel (1906)
219;Bunge, Rudolf: Der Trompeter von Säkkingen (1884)
218;Schink, Johann Friedrich: Hanswurst von Salzburg mit dem hölzernen Gat (1778)
217;Schiller, Friedrich: Don Carlos, Infant von Spanien (1787)
216;Bäuerle, Adolf: Doktor Faust's Mantel (1819)
215;Pfeil, Johann Gottlob Benjamin: Lucie Woodvil (1756)
214;Rilke, Rainer Maria: Ohne Gegenwart (1898)
213;Weißenthurn, Johanna von: Die Schwestern St. Janvier (1821)
212;Fouqué, Friedrich de la Motte: Der Held des Nordens (1810)
211;Ayrenhoff, Cornelius Hermann von: Der Postzug oder die noblen Passionen (1769)
210;Hofmannsthal, Hugo von: Arabella (1928)
21;Kaiser, Friedrich: Stadt und Land oder Der Viehhändler aus Oberösterreich (1844)
209;Grabbe, Christian Dietrich: Don Juan und Faust (1829)
208;Kleist, Heinrich von: Das Käthchen von Heilbronn oder die Feuerprobe (1810)
207;Thoma, Ludwig: Lottchens Geburtstag (1911)
206;Nestroy, Johann: Einen Jux will er sich machen (1842)
205;Schnitzler, Arthur: Der tapfere Cassian (1904)
204;Braun von Braunthal, Karl Johann: Faust (1835)
203;Fock, Gorch: Cili Cohrs (1914)
202;Braun von Braunthal, Karl Johann: Das Nachtlager von Granada (1834)
201;Goethe, Johann Wolfgang von: Faust. Der Tragödie zweiter Teil (1831)
200;Nestroy, Johann: Das Mädl aus der Vorstadt oder Ehrlich währt am längsten (1841)
20;Mühsam, Erich: Judas. Ein Arbeiterdrama (1921)
2;Hafner, Philipp: Mägera, die förchterliche Hexe oder Das bezauberte Schloß des Herrn von Einhorn (1763)
199;Boßdorf, Hermann: Bahnmeister Dood (1919)
198;Goethe, Johann Wolfgang von: Der Großkophta (1792)
197;L'Arronge, Adolph: Mein Leopold (1876)
196;Heiseler, Henry von: Peter und Alexéj (1913)
195;Arnim, Ludwig Achim von: Jerusalem (1811)
194;Lessing, Gotthold Ephraim: Philotas (1759)
193;Auenbrugger, Johann Leopold von: Der Rauchfangkehrer oder Die unentbehrlichen Verräther ihrer Herrschaften aus Eigennutz (1781)
192;Quistorp, Theodor Johann: Der Hypochondrist (1745)
191;Wedekind, Frank: König Nicolo oder So ist das Leben (1902)
190;Klinger, Friedrich Maximilian: Die Zwillinge (1776)
19;Gutzkow, Karl: Das Urbild des Tartüffe (1846)
189;Gemmingen-Hornberg, Otto Heinrich von: Der deutsche Hausvater oder die Familie (1780)
188;Kotzebue, August von: Der Hyperboreische Esel, oder Die heutige Bildung (1799)
187;Wildgans, Anton: Armut (1915)
186;Weiße, Christian Felix: Die Jagd (1770)
185;Bauernfeld, Eduard von: Industrie und Herz (1842)
184;Raimund, Ferdinand: Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend (1829)
183;Scheerbart, Paul: Das dumme Luder (1904)
182;Scheerbart, Paul: Der vornehme Räuberhauptmann (1904)
181;Scheerbart, Paul: Der Herr vom Jenseits (1904)
180;Kaltneker, Hans: Die Opferung (1925)
18;Malß, Karl: Der alte Bürger-Capitain oder Die Entführung (1821)
179;Hebbel, Friedrich: Der Diamant (1848)
178;Goethe, Johann Wolfgang von: Die Mitschuldigen (1776)
177;Brandes, Johann Christian: Ino (1779)
176;Schnitzler, Arthur: Anatols Größenwahn (1891)
175;Wagner, Richard: Lohengrin (1850)
174;Holz, Arno: Sonnenfinsternis (1913)
173;Krüger, Johann Christian: Die Geistlichen auf dem Lande (1743)
172;Wildenbruch, Ernst von: Die Quitzows (1888)
171;Alberti, Konrad: Brot! (1888)
170;Grillparzer, Franz: Die Jüdin von Toledo (1851)
17;Schnitzler, Arthur: Der einsame Weg (1904)
169;Wette, Adelheid: Hänsel und Gretel (1893)
168;Stavenhagen, Fritz: Mudder Mews (1905)
167;Immermann, Karl: Eudoxia (1835)
166;Wagner, Richard: Tristan und Isolde (1865)
165;Blumenthal, Oskar: Im weißen Rößl (1898)
164;Schlegel, Friedrich: Alarkos (1802)
163;Wildgans, Anton: In Ewigkeit Amen (1913)
162;Roeber, Friedrich: König Manfred (1867)
161;Hofmannsthal, Hugo von: Das Bergwerk zu Falun (1899)
160;Hebbel, Friedrich: Kriemhilds Rache (1861)
16;Hebbel, Friedrich: Der gehörnte Siegfried (1861)
159;Hofmannsthal, Hugo von: Jedermann (1911)
158;Grabbe, Christian Dietrich: Herzog Theodor von Gothland (1822)
157;Goethe, Johann Wolfgang von: Clavigo (1774)
156;Iffland, August Wilhelm: Die Jäger (1785)
155;Lenz, Jakob Michael Reinhold: Die Freunde machen den Philosophen (1775)
154;Schober, Franz von: Alfonso und Estrella (1854)
153;Scheerbart, Paul: Herr Kammerdiener Kneetschke (1904)
152;Kleist, Heinrich von: Penthesilea (1807)
151;Birch-Pfeiffer, Charlotte: Die Walpurgisnacht (1830)
150;Schnitzler, Arthur: Komtesse Mizzi oder Der Familientag (1909)
15;Iffland, August Wilhelm: Das Erbtheil des Vaters (1802)
149;Sorge, Reinhard Johannes: Der Sieg des Christos (1924)
148;Wieland, Christoph Martin: Klementina von Porretta (1760)
147;Lortzing, Albert (Gustav): Der Waffenschmied (1846)
146;Wedekind, Frank: Musik (1908)
145;Busoni, Ferruccio: Turandot (1917)
144;Kurz, Joseph von:: Prinzessin Pumphia (1767)
143;Platen, August von: Der romantische Ödipus (1828)
142;Kotzebue, August von: Menschenhaß und Reue (1790)
141;Scheerbart, Paul: Die Puppe und die Dauerwurst (1897)
140;Wedekind, Frank: Erdgeist (1898)
14;Weidmann, Paul: Johann Faust (1775)
139;Reinick, Robert: Genoveva (1850)
138;Scheerbart, Paul: Lachende Gespenster (1904)
137;Wilbrandt, Adolf von: Der Meister von Palmyra (1889)
136;Grillparzer, Franz: Weh dem, der lügt! (1838)
135;Wedekind, Frank: Fritz Schwigerling oder Der Liebestrank (1900)
134;Bauernfeld, Eduard von: Großjährig (1846)
133;Stephanie, Johann Gottlieb (der Jüngere): Die Liebe im Narrenhause (1787)
132;Rubiner, Ludwig: Die Gewaltlosen (1919)
131;Nestroy, Johann: Freiheit in Krähwinkel (1848)
130;Goethe, Johann Wolfgang von: Der Triumph der Empfindsamkeit (1778)
13;Klopstock, Friedrich Gottlieb: Der Tod Adams (1757)
129;Anzengruber, Ludwig: Das vierte Gebot (1877)
128;Berg, O. F.: Berlin, wie es weint und lacht (1858)
127;Hofmannsthal, Hugo von: Der Tod des Tizian (1901)
126;Goethe, Johann Wolfgang von: Stella (1776)
125;Günderode, Karoline von: Nikator (1805)
124;Gellert, Christian Fürchtegott: Die Betschwester (1745)
123;Goethe, Johann Wolfgang von: Götz von Berlichingen mit der eisernen Hand (1773)
122;Neuber, Friederike Caroline: Das Schäferfest oder Die Herbstfreude (1754)
121;Grillparzer, Franz: Ein Bruderzwist in Habsburg (1848)
120;Anzengruber, Ludwig: Der Gwissenswurm (1874)
12;Hofmannsthal, Hugo von: Die Frau ohne Schatten (1911)
119;Meisl, Karl: Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich! (1818)
118;Eichendorff, Joseph von: Die Freier (1849)
117;Nestroy, Johann: Der Unbedeutende (1846)
116;Raimund, Ferdinand: Der Barometermacher auf der Zauberinsel (1823)
115;Hofmannsthal, Hugo von: Alkestis (1894)
114;Hartleben, Otto Erich: Rosenmontag (1900)
113;Halm, Friedrich: Der Sohn der Wildnis (1842)
112;Scheerbart, Paul: Okurirasûna (1904)
111;Hensler, Karl Friedrich: Die Teufelsmühle am Wienerberg (1799)
110;Klingemann, August: Faust (1815)
11;Ludwig, Otto: Der Erbförster (1850)
109;Hofmannsthal, Hugo von: Der Rosenkavalier (1911)
108;Grillparzer, Franz: Sappho (1818)
107;Sudermann, Hermann: Die Ehre (1889)
106;Goethe, Johann Wolfgang von: Der Bürgergeneral (1793)
105;Wagner, Richard: Siegfried (1876)
104;Hauptmann, Carl: Ephraims Breite (1900)
103;Klinger, Friedrich Maximilian: Die neue Arria (1776)
