wer	acts	words	chars
STRUENSEE	194	5609	31525
GULDBERG	222	5934	33098
GRAF RANZAU	158	2961	17036
KÖLLER	131	2149	12329
LORENZ	30	522	2933
KÖNIGIN	117	3239	18353
KÖNIG	57	776	4462
GALLEN	98	1238	6912
