wer	acts	words	chars
BARUCH	7	236	1273
DE SILVA	97	3628	19605
JOCHAI	51	1394	7456
DIENER	3	45	238
URIEL	106	4704	25253
SANTOS	42	971	5241
MANASSE	49	1582	8380
SIMON	5	48	256
JUDITH	72	1636	8591
RUBEN	19	312	1624
ESTHER	16	356	1693
JOEL	6	83	427
AKIBA	10	721	3732
EMBDEN	5	31	173
