wer	acts	words	chars
MÜLLER	5	41	241
EIN LIFTJUNGE	9	44	244
GERARDO	154	5763	32230
MISS CŒURNE	27	207	1059
DER HOTELDIENER	21	263	1430
DÜHRING	33	2283	12993
HELENE	66	1458	7681
