wer	acts	words	chars
FIAKER	1	7	37
KARTENAUFSCHLÄGERIN	18	247	1276
ADELAIDE	64	843	4603
ZDENKA	82	1473	7270
MATTEO	52	880	4429
ARABELLA	120	2888	14647
ELEMER	17	322	1726
WALDNER	69	938	5119
ZIMMERKELLNER	7	31	189
MANDRYKA	93	2936	15492
WELKO	3	28	148
LAMORAL	7	60	297
DOMINIK	4	36	200
DIE FIAKERMILLI	3	79	414
PICCOLO	2	13	54
DIE GÄSTE	2	25	146
EINER DER SPIELER	1	10	65
DIE DREI SPIELER	2	10	45
