wer	acts	words	chars
ZWEITER NAZARENER	3	16	87
NARRABOTH	22	231	1367
PAGE	8	90	522
ERSTER SOLDAT	14	115	581
ZWEITER SOLDAT	10	84	505
EIN CAPPADOCIER	5	17	77
SALOME	63	1859	10110
SKLAVE	1	9	68
JOCHANAAN	25	793	4307
HERODES	51	1625	8844
HERODIAS	33	386	2165
ERSTER JUDE	7	170	982
ZWEITER JUDE	3	83	454
DRITTER JUDE	3	78	406
VIERTER JUDE	3	65	361
FÜNFTER JUDE	3	68	373
ERSTER NAZARENER	8	103	544
