wer	acts	words	chars
CHOR	1	25	161
SCHÖNHEITLIEB	4	321	1785
THEODOR	38	1094	6061
ELISABETH	27	587	3197
WAGNER	32	646	3529
DONNERSCHLAG	8	316	1675
SPURAUS	13	201	1058
EMILIE	7	125	670
FAUST	117	3084	16891
ITHURIEL	50	1612	9085
HELENA	52	1667	8948
MEPHISTOPHELES	90	2575	14441
FRIEDREICH	7	149	801
SILBERGEITZ	6	356	1929
RAUFGERN	3	236	1274
SORGENVOLL	3	279	1579
WAISENPLAG	2	252	1481
