wer	acts	words	chars
DER MINISTER	9	237	1440
CHRISTIAN WACH	222	7979	45870
DIE ALTE ANNE	93	1901	10314
BÜRGERMEISTER	15	1033	6665
REGIERUNGSRAT	4	155	1008
JUSTUS WACH	118	2902	16691
SANITÄTSRAT	22	944	5706
PRÄSIDENT	6	191	1189
