wer	acts	words	chars
BAUER	9	58	311
LANDRATH	232	4817	26258
ERNESTINE	125	2199	11933
HERR VON KIEL	176	3323	18370
ELISE	249	3951	21467
KOMMERZIENRATH	91	1619	8626
MARTIN	72	920	5051
REITKNECHT	12	108	543
