wer	acts	words	chars
Mitja	3	8	0
CÖLESTIN	110	1634	9713
TATJANA	20	245	1412
FÜRST	226	3366	19509
KATHARINA	130	1640	9278
SCHWIGERLING	307	4968	28984
FÜRSTIN	71	1152	6474
KOLJA	10	270	1736
ENJUSCHA	5	38	225
ALIOSCHA	5	37	199
