wer	acts	words	chars
PLUTO	1	34	172
MERKURIUS	18	306	1670
CHARON	5	82	467
EURIPIDES	21	904	5166
LITERATOR	5	95	574
ALCESTE	18	575	3165
ADMET	13	485	2719
WIELAND	36	488	2817
DAS MÄDCHEN	5	37	213
HERKULES	19	757	4219
