wer	acts	words	chars
DRITTES GESPENST	14	191	1004
FRIEDRICH	42	584	3107
LISETTE	7	58	298
AMALIE	19	263	1433
ERSTES GESPENST	21	316	1719
ZWEITES GESPENST	16	242	1440
