wer	acts	words	chars
STUBENMÄDCHEN	1	7	37
JOHANNA	152	2236	11787
FELIX	214	3573	19717
SALA	244	5748	32460
DOKTOR REUMANN	60	1078	6179
FRAU WEGRAT	29	514	2839
WEGRAT	68	2164	11975
DIENER BEI FICHTNER	6	28	138
DIENER BEI SALA	1	11	51
JULIAN	230	4682	25581
IRENE HERMS	88	2906	15750
