wer	acts	words	chars
GUTHERZ	59	1514	8554
SITTENREICH	81	3506	20283
SUSANNA	44	1705	9144
AGNETA	118	3863	21475
GROBIAN	132	4654	25829
EHRENWEHRT	55	1229	7101
CAROLINA	41	777	4442
CHARLOTTE	32	1209	6983
