wer	acts	words	chars
RITTER	1	7	37
KUNRAD	28	1814	10386
HEINRICH	5	98	559
GISELA	37	2079	11330
ERNST	59	2217	11958
HERMANN	2	12	63
MANGOLD	26	831	4606
WARMANN	22	1066	6062
DIE FÜRSTEN	1	6	39
DIE BISCHÖFE	1	7	41
HUGO	16	769	4356
ODO	10	164	897
KRIEGSKNECHT	3	7	36
WERNER	36	2884	15760
PILGER	4	173	921
ADALBERT	40	1643	8769
WARIN	6	461	2530
WACHE	2	27	159
EIN KRIEGSMANN	14	79	428
ANDRER KRIEGSMANN	13	52	276
DRITTER KRIEGSMANN	10	59	303
KRIEGSLEUTE	4	15	75
