wer	acts	words	chars
EINIGE MÄNNER	1	4	25
GESELLEN	13	158	914
GRAF	120	1338	7021
GEORG	127	1946	10397
EIN GESELLE	5	40	243
STADINGER	199	3703	19497
BRENNER	77	1027	5684
ADELHOF	92	1087	5705
IRMENTRAUT	99	1521	8034
MARIE	107	1853	9463
CHOR	4	89	412
