wer	acts	words	chars
REGIERUNGSDIREKTOR STEINBEISSEL	2	8	37
BEZIRKSAMTMANN	134	1834	11284
FRAU BEZIRKSAMTMANN	74	718	4106
BABETTE	8	42	212
ASSESSOR	56	606	3685
LAMPL	121	1981	10549
SEDLMAIER	26	258	1436
HAHNRIEDER	45	879	4674
HÄBERLEIN	23	438	2595
GRUBHOFER	28	342	1856
MERKL	37	459	2413
NEUSIGL	27	503	2703
FRAU NEUSIGL	47	1157	6356
ANNA	1	3	13
