wer	acts	words	chars
BASTIAN	4	27	173
FÖRSTERIN	176	3124	16200
WEILER	59	1970	10544
ANDRES	77	971	5134
MARIE	57	1240	6217
ROBERT	79	1572	8025
FÖRSTER	303	8035	42234
STEIN	119	1887	10006
MÖLLER	50	1233	6647
WILKENS	33	969	4997
PASTOR	53	713	3871
BUCHJÄGER	13	310	1652
WILHELM	29	629	3275
FREI	25	697	3801
WIRT	16	172	979
LINDENSCHMIED	20	365	1937
KATHRINE	7	107	588
