wer	acts	words	chars
ANFÜHRER	3	14	73
MIRZA	56	1421	7269
MASSUD	63	1062	5555
ZANGA	128	3264	17397
RUSTAN	222	5117	27097
DER MANN AUF DEM FELSEN	15	118	634
GÜLNARE	49	1121	5975
KÄMMERLING	7	87	460
KARKHAN	15	603	3339
DIE ALTE	11	487	2583
DER KÖNIG	74	2235	11890
DAS VOLK	2	25	123
EIN KÄMMERER	2	33	166
HAUPTMANN	1	6	30
DER ALTE	2	2	11
EINE DIENERIN	1	28	163
