wer	acts	words	chars
BRIGITTE	32	1187	6791
PETER	111	3636	20189
CATHRINE	87	2778	15456
MUFFEL	152	4494	24841
TEMPELSTOLZ	63	2109	11823
FRAU VON BIRKENHAYN	67	2117	11867
HERR VON ROSENECK	92	3494	20066
FRÄULEIN WILHELMINE	60	2666	15462
HERR WAHRMUND	36	2901	17072
