wer	acts	words	chars
ELFEN	8	70	378
FRAU FLUTH	131	1985	10563
FRAU REICH	107	1502	8063
FLUTH	99	1523	8244
REICH	64	961	5213
SPÄRLICH	29	360	1796
CAJUS	33	550	2854
FENTON	35	466	2407
FALSTAFF	112	2147	11602
KELLNER	11	130	714
STIMMEN VON AUSSEN	1	4	24
ERSTER BÜRGER	13	164	810
ZWEITER BÜRGER	8	35	180
MEHRERE BÜRGER	4	29	149
CHOR	15	160	902
VIERTER BÜRGER	4	24	119
DRITTER BÜRGER	4	34	181
ANNA	29	608	3321
