wer	acts	words	chars
BRÜNNHILDE	15	767	4002
MIME	91	3370	16872
SIEGFRIED	112	4700	23553
DER WANDERER	48	1785	9299
ALBERICH	27	695	3531
FAFNER	12	162	842
STIMME EINES WALDVOGELS	5	229	1216
ERDA	5	200	1008
