wer	acts	words	chars
STIMMEN	1	8	34
DON JUAN	201	7851	43134
LEPORELLO	35	883	4568
DER ALTE FISCHER	11	513	2748
GHITA	78	3000	15891
DER MÖNCH	19	298	1718
ERSTER STROLCH	7	65	394
ZWEITER STROLCH	4	44	221
GIANOTTO	105	2937	15393
WIRTH	14	686	3853
BIONDETTA	38	813	4246
MARTINA	33	1234	6578
GRÄFIN	53	1280	6980
EIN DIENER	3	27	146
