wer	acts	words	chars
DIE REKRUTEN	1	12	65
STÜVE	137	2816	16068
KLEEWITZ	28	106	541
FRAU VON KLEEWITZ	23	94	473
SCHEIBLER	115	860	4950
SCHAFFNER	18	143	736
ZUGFÜHRER	27	368	2232
FILSER	207	2832	14446
FRAU FILSER	17	283	1428
GSOTTMAIER	106	1095	5577
