wer	acts	words	chars
VON SCHLAG	16	265	1463
HERR ORONTE	29	793	4256
JUNGFER OHLDIN	98	1700	8879
FRAU ORONTE	22	367	2000
LISETTE	86	1643	8715
LELIO	49	713	3866
PETER	71	1866	9922
CLITANDER	37	1233	6700
HERR KRÄUSEL	42	1187	6770
DER SCHNEIDER	4	89	494
HERR REHFUSS	16	226	1203
