wer	acts	words	chars
TRUFFALDIN	9	126	662
MUSIKLEHRER	38	562	3159
HAUSHOFMEISTER	21	507	3008
DER LAKAI	10	146	860
DER OFFIZIER	1	9	38
KOMPONIST	42	940	5106
PERÜCKENMACHER	3	28	191
ZERBINETTA	54	1340	7415
PRIMADONNA (Ariadne)	31	1053	5557
TANZMEISTER	16	451	2547
TENOR (Bacchus)	19	436	2171
NAJADE	27	309	1603
DRYADE	30	403	2082
ECHO	18	281	1526
HARLEKIN	21	234	1251
BRIGHELLA	4	51	250
SCARAMUCCIO	10	102	505
