wer	acts	words	chars
DIE SCHAUSPIELERINN	1	1192	6908
CLAUDIA	15	915	5029
LAURA	4	133	794
ODOARDO	28	1833	10477
APPIANI	16	588	3378
DER PRINZ	7	875	4846
