wer	acts	words	chars
NETTE	24	97	571
GRÄFIN FRANZISKA VON HOHENHEIM	190	3533	20029
GENERALIN	194	3183	17550
LAURA	182	2476	13635
HAUPTMANN	111	2743	16251
RIEGER	44	734	4162
HERZOG	288	6353	36404
BLEISTIFT	70	1270	7155
KOCH	157	2537	14363
SCHILLER	231	6404	36967
SCHARPSTEIN	38	193	1094
HOVER	33	210	1162
PFEIFFER	31	125	711
PETERS	33	228	1239
