wer	acts	words	chars
ARABELLA	13	343	1700
SIR WILLIAM	23	1868	10606
WAITWELL	41	1630	8992
DER WIRT	7	289	1555
MELLEFONT	201	7279	40061
NORTON	46	925	5009
BETTY	20	438	2255
SARA	166	8302	46187
MARWOOD	155	6549	37134
HANNAH	16	229	1242
DER BEDIENTE	2	37	204
