wer	acts	words	chars
ODOARDO GALOTTI	108	2894	15175
DER PRINZ	157	4799	25666
DER KAMMERDIENER	6	37	189
CONTI	24	658	3690
MARINELLI	221	5013	26718
CAMILLO ROTA	6	94	504
PIRRO	25	312	1659
ANGELO	28	575	2992
CLAUDIA GALOTTI	73	1819	9756
EMILIA	64	2009	10376
APPIANI	48	977	5185
BATTISTA	11	176	908
ORSINA	64	2522	13449
