wer	acts	words	chars
AGNES	4	256	1350
WABN	15	414	2245
INNOCENTIA	88	1806	9849
APOTHEKER	82	3577	19042
WIRT	27	570	2922
ANNA	50	654	3417
LEHMANN	16	139	733
HEINRICH	25	338	1804
JAKOB	64	1212	6762
GENDARM	105	1127	6273
KAUFLEUTE	2	8	57
KOMMANDANT	17	427	2199
BRAUMEISTER	6	79	434
ZIRNGIBL	3	69	402
KOMMANDANTIN	6	35	167
STIMMEN	2	16	83
