wer	acts	words	chars
HEDWIG	16	68	373
LIESCHEN BODE	74	2196	11688
FRAU SOPHIE JAGERT	83	1362	7136
HANNA	247	4522	25026
EINE TIEFE BASSSTIMME	2	36	218
EINE SINGENDE STIMME	2	21	109
VERSCHIEDENE	1	11	51
EINE BREITE STIMME	2	12	68
KONRAD	75	1573	8507
EDUARD	43	817	4247
BERNHARD	105	2025	11300
FREUDENBERG	31	1071	5720
DIE ZUSCHNEIDERIN	17	138	800
EINE ARBEITERIN	5	72	424
DER ALTE VERNIER	48	1834	10545
DER HAUSDIENER	4	1	7
VIELE STIMMEN	1	4	26
ALEXANDER KÖNITZ	98	3252	18090
