wer	acts	words	chars
SCHULLMEISTER	5	335	1870
LEANDER	62	1713	9498
HANSWURST	127	3973	21894
ODOARDO	150	5937	33174
RIEPEL	49	1067	5839
ANGELA	55	1763	9806
COLOMBINA	48	1522	8321
ANSELMO	50	1197	6686
MÄGERA	44	2617	14906
RICHTER	5	267	1468
