wer	acts	words	chars
ÄGISTH	9	181	925
ERSTE	16	174	831
ZWEITE	8	53	242
DRITTE	12	184	862
VIERTE	7	81	378
FÜNFTE	4	108	524
AUFSEHERIN	4	76	398
DIE DIENERINNEN	4	15	68
ELEKTRA	145	4956	25283
CHRYSOTHEMIS	69	1387	7120
KLYTÄMNESTRA	36	1919	9604
DIE VERTRAUTE	2	15	67
DIE SCHLEPPTRÄGERIN	2	10	52
CHKYSOTHEMIS	1	37	203
EIN JUNGER DIENER	5	258	1359
DER KOCH	3	48	243
EIN ALTER DIENER	2	7	27
OREST	32	569	2901
DER PFLEGER	3	46	236
