wer	acts	words	chars
SCHMERZENREICH	8	117	582
SIEGFRIED	132	4437	22855
HILDEBRANT	2	121	628
GOLO	306	10267	53091
GENOVEVA	174	4018	20784
DRAGO	25	572	2899
CASPAR	75	1800	9121
BALTHASAR	94	1584	8092
KATHARINA	106	1534	7582
MEHRERE STIMMEN	1	4	17
HANS	87	1020	5212
JUDE	6	465	2492
MARGARETHA	92	3546	18292
TRISTAN	15	1031	5441
MALER	6	118	632
CONRAD	19	266	1247
KLAUS	21	55	222
EDELKNECHT	3	148	693
GEIST	6	333	1792
