wer	acts	words	chars
VALEROS	123	2240	11860
ELVIRE	136	2577	13507
DER DIENER	1	1	5
JERTA	142	2489	13422
OTTO	61	1413	7320
KOLBERT	12	136	696
HOLM	7	310	1484
HUGO	174	5192	27117
