wer	acts	words	chars
SCHLACHTGESANG	1	44	233
EPILOGUS	1	354	1954
SKARAMUZ	173	3780	20797
POET	31	489	2783
SCÄVOLA	43	662	3513
PIERROT	27	517	2813
WAGEMANN	20	405	2251
DIE ZUSCHAUER	20	164	948
GRÜNHELM	61	1864	10601
BOTE	2	130	711
SCHATZMEISTER	22	175	1016
MELPOMENE	25	288	1569
DER ANDERE	13	213	1195
THALIA	27	551	3136
STALLMEISTER	2	16	97
APOLLO	46	1201	6538
MOPSA	6	95	500
PHYLLIS	7	95	513
AULICUS	15	231	1252
MYRTILL	17	387	2121
DAMON	1	19	99
MASCHINIST	21	293	1657
DER WIRT	35	1149	6663
ANNE	13	183	1051
FREMDER	45	591	3251
POSTILLION	3	27	131
BÄCKER	24	354	1944
BRAUER	32	371	2028
ERSTER GAST	13	143	788
ZWEITER GAST	11	121	652
DRITTER GAST	9	86	488
VIERTER GAST	21	484	2727
DIE MUSEN	1	124	781
EIN LÖWE	1	31	185
LEOPARD	1	21	115
TIGER	1	19	87
DER WOLF	1	14	79
ADMET	16	706	3894
ALCESTE	9	161	845
WACHTEL	8	148	785
FRAU	7	86	444
GÄSTE	2	21	120
ANDRE	3	25	144
DER FREMDE	2	11	56
PROLOGUS	3	377	2103
HOFPOET	3	35	197
VATER	9	225	1273
JUNGER MENSCH	10	194	1110
EMILIE	8	116	607
FUCHSHEIM	9	89	475
DICKE FRAU	1	18	113
STERNHEIM	12	175	949
NARR	24	438	2416
LISETTE	20	139	716
SCHÄFER	4	71	380
SCHÄFERIN	4	77	420
LAURA	6	260	1443
FERNANDO	6	201	1097
CLAUDIO	2	4	26
DER VATER	1	21	110
RÄTE	3	32	195
LESER	5	149	725
SCHRIFTSTELLER	5	51	273
GATTIN	15	249	1432
RABE	16	538	3059
WILHELM	5	48	252
PANTALON	18	332	1856
EIN SOLDAT	9	58	319
HARLEKIN	17	204	1148
SOLDATEN	1	3	17
NEPTUN	6	123	695
SEELMANN	4	534	3012
ERSTER MATROSE	5	40	209
ZWEITER MATROSE	2	18	102
GENERAL	4	23	124
MINISTER	2	8	43
