wer	acts	words	chars
HOFSTAAT	3	25	134
CHOR	38	405	2151
EDWIGA	6	91	457
GUISTO	3	70	365
TROILA	33	754	4004
ALFONSO	54	879	4720
CHOR DER MÄNNER	3	58	313
CHOR DER MÄDCHEN	3	30	182
ESTRELLA	56	1004	5293
CHOR DER LANDLEUTE	2	40	214
MAUREGATO	35	817	4350
CHOR DES GEFOLGES	1	3	8
KRIEGER	13	208	1120
VOLK	5	60	318
ADOLFO	38	628	3437
CHOR DER FRAUEN	4	53	302
ERSTER CHOR	4	94	538
ZWEITER CHOR	3	47	277
GREIS	4	64	366
DIE BEGLEITER	1	11	56
CHOR DER JÄGER	7	139	756
