wer	acts	words	chars
CHOR	3	78	390
KÄTHCHEN	56	1015	5343
KARL	35	565	3059
REDLICH	129	2859	15595
STABERL	187	7335	39999
THERESE	81	1287	6897
MÜLLER	71	1152	6479
HANS	46	685	3615
TOLOYSKY	42	493	2757
FERDINAND	3	32	195
MEHRERE	1	2	9
EIN BÜRGER	8	27	149
EIN ANDERER	7	28	149
EIN DRITTER	7	28	154
EIN VIERTER BÜRGER	7	33	175
KOMMISSÄR	5	140	804
ERSTE BÜRGERIN	8	68	372
DIE WEIBER	6	34	160
ZWEITE BÜRGERIN	3	21	114
