wer	acts	words	chars
DER SOUFLEUR	1	33	183
HANSWURST	59	5202	28362
STOFFEL KNIPS	15	620	3259
FRAU KNIPS	30	1086	5797
DER ERSTE TÜRKE	2	217	1181
DER ZWEITE TÜRKE	1	125	809
ERSTER MATROSE	3	189	995
ZWEITER MATROSE	3	109	573
DAS MÄDEL	21	1263	7023
DER KNABE	1	16	79
DER MATROSE	1	133	704
DER ARZT	5	175	1005
DER SULTAN	19	1826	10252
DER SKLAV	1	73	367
DIE DAME	20	2405	12535
EIN ALT MÜTTERCHEN	10	231	1194
DER SCHWARZROK	5	310	1705
