wer	acts	words	chars
BERTA	1	23	165
OBERST	174	4996	28207
IDA	58	628	3471
OLDENDORF	74	1621	9202
SENDEN	70	1518	8710
KARL	19	203	1144
BLUMENBERG	31	732	4134
SCHMOCK	24	825	4658
ADELHEID	193	4811	26666
KORB	47	898	4734
BOLZ	203	7678	43899
MÜLLER	13	150	886
BELLMAUS	41	672	3729
KÄMPE	26	405	2271
HENNING	5	108	649
PAVONI	3	65	327
GAST	1	8	42
PIEPENBRINK	67	1234	6991
FRAU PIEPENBRINK	12	100	617
KLEINMICHEL	10	90	504
FRITZ KLEINMICHEL	8	160	939
SCHWARZ	6	77	464
CONRAD	4	108	566
