wer	acts	words	chars
HERR FRÖHLICH	17	327	1815
HERR GOTTHART	183	4153	22541
DR. MUSKAT	72	2317	14105
DR. KREBSSTEIN	19	511	3014
HEINRICH	194	4253	23033
KATHRINE	40	657	3571
ERNST GOTTHART	258	4739	25959
JUNGFER FRÖHLICHIN	165	4225	23571
FRAU KREUZIN	42	1019	5549
