wer	acts	words	chars
LACONIUS	12	59	313
JACOB	25	461	2364
CATHRINE	48	733	3768
RICHARD	77	1355	6964
JUNGWITZ	94	1569	8048
CHARLOTTE	64	421	2196
PRAATGERN	62	2150	11188
LEONORE	43	655	3391
