wer	acts	words	chars
THEODOR	8	248	1390
AUFRECHT	80	943	5339
KRIECHEL	34	822	4714
HANS	69	2566	14054
BEIDE CHÖRE	5	304	1783
CENSUR	13	291	1634
POLISËI	22	311	1793
GENSEDARM	6	26	131
