wer	acts	words	chars
HEIN	10	16	79
HUGO	178	3339	16023
ELSABE	270	5023	24015
WILLEM	214	3833	18332
MUDDER	230	5483	25729
LISBETH	41	1020	5325
KINDER	2	235	1329
JUNGE	2	3	31
