wer	acts	words	chars
FRAU ELLRICH	6	52	299
THERESE	27	394	2173
MARIE	119	1193	6406
MAX	66	817	4543
KELLER	99	2477	13575
SCHWARTZE	187	3774	19971
FRAU SCHWARTZE	100	1405	7509
GENERAL	16	461	2455
PROFESSOR	7	116	613
FRANZISKA	62	958	4962
PFARRER	134	2691	14443
MAGDA	281	6499	35217
GENERALIN	11	139	758
FRAU SCHUMANN	2	20	107
