wer	acts	words	chars
JUSTITIÄR	31	479	3142
ANTON	23	310	1694
JOSEPH	3	40	191
CHRISTIAN	2	28	132
GLUTHAMMER	98	1762	9673
KATHI	137	2007	10450
STIFLER	66	619	3389
WIXER	45	384	2090
LIPS	207	5261	28822
SPORNER	19	91	512
MADAME SCHLEIER	76	990	5345
DIE HERREN	5	26	143
KRAUTKOPF	139	2031	10733
ERSTER KNECHT	7	38	223
ZWEITER KNECHT	3	9	57
DRITTER KNECHT	3	12	66
VIERTER KNECHT	1	4	28
