wer	acts	words	chars
WEISHEIT	4	125	691
UNWISSENHEIT	43	734	3844
SCHEINFRÖMMIGKEIT	30	891	4724
UNSCHULDIGE LUST	13	111	548
MISBRAUCH	16	462	2386
PÖBEL	7	154	783
VERDERBTE GESCHMACK	8	298	1543
SCHAUSPIELKUNST	27	1065	5605
ERHABENE GESCHMACK	9	440	2403
NUTZEN	5	572	3122
