wer	acts	words	chars
SELICKE	26	1855	9818
FRAU SELICKE	202	3845	21277
WALTER	43	416	2421
ALBERT	30	463	2427
KOPELKE	48	1791	10166
LINCHEN	70	998	5395
WENDT	162	3483	20118
TONI	237	3312	18089
