wer	acts	words	chars
HAUPTMANN	43	575	3161
LANGENBERG	41	728	4098
CONSTANZE	129	1810	9955
GUSTCHEN	32	339	1839
BACKES	29	301	1621
HAHNENBEIN	23	288	1640
MORITZ	73	1738	9540
FR. GREINER	8	199	1096
