wer	acts	words	chars
MARIE	61	555	2682
GOFFIER	15	144	720
OPKU	20	405	2028
DESSALINES	91	3623	18684
WALTER	17	352	1808
SOLDAT	1	10	43
OFFIZIER	19	235	1175
DIAKUE	108	2883	14708
JULIA	48	1253	6598
OFFIZIERE	14	80	390
PFLANZER	1	5	19
MUTTER	58	1751	8876
HORTENSIA	80	914	4499
KLARA	44	854	4257
BAPTIST	12	412	2058
MÄDCHEN	0	0	0
ANNA	21	347	1756
JUDITH	52	975	4901
DAS VOLK	17	89	447
SOUDRY	30	631	3212
DIE OFFIZIERE VON SEINEM GEFOLG	1	3	13
SOLDATEN	4	21	100
