wer	acts	words	chars
HANS	3	11	59
BILAU	131	2665	14177
GRUNDMANN	156	1854	10417
FERDINAND	203	1772	9091
LANGERS	195	4337	23353
ROSALIE	143	2292	12281
JULIE	94	726	3783
RÄTHIN	53	888	4949
BEDIENTER	3	32	167
KÄTHE	85	1623	8052
