wer	acts	words	chars
DIE BEDIENTE	1	6	36
KARL	155	3121	16949
DROMER	74	826	4403
BEDIENTER	1	12	60
SOPHIE	118	1449	7698
FRITZ	1	8	48
GRAF MONHEIM	64	1151	6107
FERDINAND	35	425	2343
EIN BEDIENTER	5	58	297
GRÄFIN AMALDI	53	1431	7997
ADJUTANT	8	166	952
MALER	73	2189	11832
LOTTCHEN	64	1381	7035
ANNE	18	371	2027
HAUSVATER	244	5823	32489
DAS KIND	13	135	687
DER BAUER	19	511	2588
AMTMANN	6	115	698
KAMMERJUNGFER	4	58	278
