wer	acts	words	chars
EINIGE TECTOSAGEN	2	5	28
ACTÄA	48	1403	7165
PARTHENIA	222	6026	30438
POLYDOR	28	877	4441
LYKON	13	371	1960
THEANO	14	138	728
ADRAST	8	152	775
ELPENOR	13	165	847
AMYNTAS	4	47	228
HEROLD	4	18	101
TIMARCH	23	755	4040
AMBIVAR	30	264	1338
TRINOBANT	19	118	560
NOVIO	25	175	961
MYRON	90	2016	10418
INGOMAR	238	6868	34645
SAMO	10	44	221
ALASTOR	39	799	4228
