wer	acts	words	chars
WASCHFRAU	1	23	124
FIEBIG	276	8086	44512
HAHN	95	998	5559
FRAU FIEBIG	28	353	1865
ANNA	9	66	340
MEISCHEN	52	1074	5826
GEHRKE	141	3745	23240
WERNER	151	2848	15737
STYCZINSKI	22	338	2057
DRUCKERJUNGE	21	187	1104
BELLERMANN	40	794	5077
GENDARM	5	66	364
AMTSVORSTEHER	14	530	2862
SCHWABE	12	110	585
NAPHTALI	21	295	1851
DIENSTMANN	5	81	461
