wer	acts	words	chars
SIEGRUNE	22	260	1437
SIEGMUND	51	2115	10726
SIEGLINDE	37	1376	6825
HUNDING	9	327	1577
WOTAN	52	2682	13770
BRÜNNHILDE	64	1683	8837
FRICKA	18	726	3740
GERHILDE	24	264	1460
ORTLINDE	22	276	1614
WALTRAUTE	26	277	1480
HELMWIGE	24	258	1474
SCHWERTLEITE	23	277	1530
GRIMGERDE	21	241	1371
ROSSWEISSE	21	239	1319
