wer	acts	words	chars
ERDA	3	107	521
WOGLINDE	32	440	2499
WELLGUNDE	34	501	2809
FLOSSHILDE	28	521	2838
ALBERICH	65	1876	9488
FRICKA	25	423	2328
WOTAN	72	1192	5977
FREIA	9	84	440
FASOLT	20	517	2616
FAFNER	23	417	2112
FROH	12	115	581
DONNER	15	201	1017
LOGE	60	1619	8183
MIME	13	359	1781
