wer	acts	words	chars
KARLCHEN	4	58	267
EISLEBEN	17	165	1265
SCHLEPPER	5	38	295
FERDINAND	105	2695	16472
BERNHARD	48	948	5493
KÖHLER	9	120	660
DÜMMLER	4	50	304
KOHLREPP	1	11	60
FRAUENCHOR	2	43	234
ARBEITER	2	15	104
MÄNNERCHOR	2	63	391
KAROLINE	44	721	3955
FRAU NÜNECKE	30	320	1718
STRAMBERGER	1	1	9
DER MAURER BRAND	62	1612	8656
AGNES	76	1627	8521
SCHULTZE	2	6	41
HAHNEKAMM	15	93	502
QUISENOW	86	2648	14527
AUGUSTE	96	1667	9292
DIE FRISEUSE MINNA	9	94	524
KOMMISSAR	3	25	150
FRAU DÖSE	12	69	339
FRAU RIBBECKE	12	73	403
EINE NACHBARIN	1	14	70
SCHLICHT	57	1298	7453
SCHRÖPFER	6	118	651
NÜNECKE	53	1345	7263
BREMSER	24	309	1720
SCHNEPPKE	2	44	265
GENDARM	1	0	0
GEFÄNGNISWÄRTER	1	0	0
CHOR	20	230	1361
DER MANN	1	0	0
THEODOR	7	69	361
BERTA	3	35	185
