wer	acts	words	chars
BRAMINE	1	4	17
MAJA	73	1972	10525
GADHI	72	2872	15663
STIMMEN	2	3	20
ERSTER INDIANER	15	75	401
ZWEITER INDIANER	9	30	153
BENASCAR	62	1122	6019
DAS KIND	2	10	54
INDIANER	6	19	98
