wer	acts	words	chars
PSEUDOLUS	2	220	1122
SILENUS	12	602	3162
THALIA	14	781	4050
MELPOMENE	18	1276	6794
THARSUS	10	374	2069
SEDULIUS	8	369	1994
ALETHEA	8	509	2731
OBSEQUENS	1	37	212
ARETE	6	126	650
VIGILANTIA	6	193	995
MELETANDER	4	54	274
EUPHROSYNE	2	134	683
APOLLO	5	351	1956
THEMIS	3	220	1237
