Dekade	Title	Number of characters	Max Degree	Average Degree	Density	Average Path Length									
1800	1801-Schiller_Friedrich-Die_Jungfrau_von_Orleans-speakers	46,00	28,00	7,57	0,17	2,37	Tragödie	1801-Schiller_Friedrich-Die_Jungfrau_von_Orleans-lina.xml							
1800	1802-Iffland_August_Wilhelm-Das_Erbtheil_des_Vaters-speakers	15,00	14,00	9,47	0,68	1,32	Schauspiel	1802-Iffland_August_Wilhelm-Das_Erbtheil_des_Vaters-lina.xml							
1800	1802-Schlegel_August_Wilhelm-Jon-speakers	5,00	4,00	3,60	0,90	1,10	Schauspiel	1802-Schlegel_August_Wilhelm-Jon-lina.xml							
1800	1802-Schlegel_Friedrich-Alarkos-speakers	11,00	9,00	6,18	0,62	1,44	Trauerspiel	1802-Schlegel_Friedrich-Alarkos-lina.xml							
1770	1776-Engel_Johann_Jakob-Eid_und_Pflicht-speakers	11,00	9,00	5,09	0,51	1,51	Trauerspiel	1803-Engel_Johann_Jakob-Eid_und_Pflicht-lina.xml							
1800	1803-Goethe_Johann_Wolfgang_von-Die_natürliche_Tochter-speakers	11,00	8,00	3,27	0,33	1,76	Trauerspiel	1803-Goethe_Johann_Wolfgang_von-Die_nat%C3%BCrliche_Tochter-lina.xml							
1800	1803-Kleist_Heinrich_von-Die_Familie_Schroffenstein-speakers	25,00	21,00	12,24	0,51	1,51	Trauerspiel	1803-Kleist_Heinrich_von-Die_Familie_Schroffenstein-lina.xml							
1800	1803-Kotzebue_August_von-Die_deutschen_Kleinstädter-speakers	13,00	12,00	8,00	0,67	1,33	Lustspiel	1803-Kotzebue_August_von-Die_deutschen_Kleinst%C3%A4dter-lina.xml							
1800	1804-Brentano_Clemens-Ponce_de_Leon-speakers	26,00	22,00	9,31	0,37	1,66	Lustspiel	1804-Brentano_Clemens-Ponce_de_Leon-lina.xml							
1800	1804-Schiller_Friedrich-Wilhelm_Tell-speakers	66,00	51,00	16,36	0,25	1,81	Schauspiel	1804-Schiller_Friedrich-Wilhelm_Tell-lina.xml							
1800	1805-Günderode_Karoline_von-Magie_und_Schicksal-speakers	9,00	8,00	7,78	0,97	1,03		1805-G%C3%BCnderode_Karoline_von-Magie_und_Schicksal-lina.xml							
1800	1805-Günderode_Karoline_von-Nikator-speakers	7,00	6,00	5,43	0,90	1,10		1805-G%C3%BCnderode_Karoline_von-Nikator-lina.xml							
1800	1805-Günderode_Karoline_von-Udohla-speakers	7,00	6,00	6,00	1,00	1,00		1805-G%C3%BCnderode_Karoline_von-Udohla-lina.xml							
1800	1805-Sonnleithner_Joseph_Ferdinand_von-Fidelio-speakers	12,00	9,00	6,00	0,55	1,58	Oper	1805-Sonnleithner_Joseph_Ferdinand_von-Fidelio-lina.xml							
1800	1807-Kleist_Heinrich_von-Amphitryon-speakers	15,00	14,00	11,60	0,83	1,17	Lustspiel	1807-Kleist_Heinrich_von-Amphitryon-lina.xml							
1800	1808-Goethe_Johann_Wolfgang-Faust._Der_Tragödie_erster_Teil-speakers	102,00	55,00	21,20	0,21	1,68	Tragödie	1808-Goethe_Johann_Wolfgang-Faust._Der_Trag%C3%B6die_erster_Teil-lina.xml							
1800	1808-Kleist_Heinrich_von-Der_zerbrochene_Krug-speakers	13,00	11,00	7,69	0,64	1,36	Lustspiel	1808-Kleist_Heinrich_von-Der_zerbrochene_Krug-lina.xml							
1800	1808-Kleist_Heinrich_von-Penthesilea-speakers	53,00	39,00	17,13	0,33	1,78	Lustspiel	1808-Kleist_Heinrich_von-Penthesilea-lina.xml							
1800	1809-Werner_Zacharias-Der_vierundzwanzigste_Februar-speakers	3,00	2,00	2,00	1,00	1,00	Tragödie	1809-Werner_Zacharias-Der_vierundzwanzigste_Februar-lina.xml							
1810	1810-Fouqué_Friedrich_de_la_Motte-Der_Held_des_Nordens-speakers	86,00	39,00	16,05	0,19	1,69		1810-Fouqu%C3%A9_Friedrich_de_la_Motte-Der_Held_des_Nordens-lina.xml							
1810	1810-Kleist_Heinrich_von-Das_Käthchen_von_Heilbronn_oder_die_Feuerprobe-speakers	49,00	36,00	9,96	0,21	1,98		1810-Kleist_Heinrich_von-Das_K%C3%A4thchen_von_Heilbronn_oder_die_Feuerprobe-lina.xml							
1810	1811-Arnim_Ludwig_Achim_von-Das_Loch_oder_Das_Wiedergefundene_Paradies-speakers	22,00	18,00	7,55	0,36	1,75	Schattenspiel	1811-Arnim_Ludwig_Achim_von-Das_Loch_oder_Das_Wiedergefundene_Paradies-lina.xml							
1810	1811-Arnim_Ludwig_Achim_von-Halle-speakers	76,00	64,00	12,50	0,17	1,94	Studentenspiel	1811-Arnim_Ludwig_Achim_von-Halle-lina.xml							
1810	1811-Arnim_Ludwig_Achim_von-Jerusalem-speakers	75,00	52,00	14,93	0,20	1,86		1811-Arnim_Ludwig_Achim_von-Jerusalem-lina.xml							
1780	1781-Müller_Friedrich_(Maler_Müller)-Golo_und_Genovefa-speakers	54,00	40,00	10,96	0,21	1,98	Schauspiel	1811-M%C3%BCller_Friedrich_(Maler_M%C3%BCller)-Golo_und_Genovefa-lina.xml							
1810	1811-Weißenthurn_Johanna_von-Johann_Herzog_von_Finnland-speakers	25,00	20,00	7,04	0,29	1,85	Schauspiel	1811-Wei%C3%9Fenthurn_Johanna_von-Johann_Herzog_von_Finnland-lina.xml							
1810	1812-Körner_Theodor-Zriny-speakers	19,00	11,00	6,11	0,34	2,02	Trauerspiel	1812-K%C3%B6rner_Theodor-Zriny-lina.xml							
1810	1813-Bäuerle_Adolf-Die_Bürger_in_Wien-speakers	19,00	18,00	13,16	0,73	1,27		1813-B%C3%A4uerle_Adolf-Die_B%C3%BCrger_in_Wien-lina.xml							
1810	1813-Meisl_Karl-Orpheus_und_Euridice_So_geht_es_im_Olymp_zu-speakers	22,00	18,00	8,91	0,42	1,68		1813-Meisl_Karl-Orpheus_und_Euridice_So_geht_es_im_Olymp_zu-lina.xml							
1810	1813-Müllner_Adolph-Die_Schuld-speakers	8,00	7,00	4,00	0,57	1,43	Trauerspiel	1813-M%C3%BCllner_Adolph-Die_Schuld-lina.xml							
1810	1813-Weißenthurn_Johanna_von-Welche_ist_die_Braut-speakers	20,00	18,00	14,00	0,74	1,27	Lustspiel	1813-Wei%C3%9Fenthurn_Johanna_von-Welche_ist_die_Braut-lina.xml							
1810	1815-Brentano_Clemens-Die_Gründung_Prags-speakers	73,00	72,00	57,21	0,79	1,21		1815-Brentano_Clemens-Die_Gr%C3%BCndung_Prags-lina.xml							
1810	1815-Goethe_Johann_Wolfgang_von-Des_Epimenides_Erwachen-speakers	27,00	16,00	7,19	0,28	2,29	Festspiel	1815-Goethe_Johann_Wolfgang_von-Des_Epimenides_Erwachen-lina.xml							
1810	1815-Klingemann_August-Faust-speakers	22,00	20,00	5,55	0,26	1,78	Trauerspiel	1815-Klingemann_August-Faust-lina.xml							
1810	1816-Bernard_Josef_Karl-Faust-speakers	21,00	16,00	8,10	0,40	1,68	Oper	1816-Bernard_Josef_Karl-Faust-lina.xml							
1770	1773-Goethe_Johann_Wolfgang_von-Satyros_oder_Der_vergötterte_Waldteufel-speakers	10,00	9,00	8,40	0,93	1,07		1817-Goethe_Johann_Wolfgang_von-Satyros_oder_Der_verg%C3%B6tterte_Waldteufel-lina.xml							
1810	1817-Grillparzer_Franz-Die_Ahnfrau-speakers	10,00	9,00	7,80	0,87	1,13	Trauerspiel	1817-Grillparzer_Franz-Die_Ahnfrau-lina.xml							
1810	1817-Müllner_Adolph-König_Yngurd-speakers	35,00	26,00	12,17	0,36	1,72	Trauerspiel	1817-M%C3%BCllner_Adolph-K%C3%B6nig_Yngurd-lina.xml							
1810	1817-Weißenthurn_Johanna_von-Das_Manuscript-speakers	15,00	10,00	5,20	0,37	1,78	Lustspiel	1817-Wei%C3%9Fenthurn_Johanna_von-Das_Manuscript-lina.xml							
1810	1818-Grillparzer_Franz-Sappho-speakers	10,00	8,00	5,20	0,58	1,44	Trauerspiel	1818-Grillparzer_Franz-Sappho-lina.xml							
1810	1818-Meisl_Karl-Der_lustige_Fritz_oder_Schlafe_Träume_stehe_auf_kleide_dich_an_und_bessre_dich-speakers	30,00	28,00	7,60	0,26	1,77		1818-Meisl_Karl-Der_lustige_Fritz_oder_Schlafe_Tr%C3%A4ume_stehe_auf_kleide_dich_an_und_bessre_dich-lina.xml							
1810	1818-Uhland_Ludwig-Ernst_Herzog_von_Schwaben-speakers	22,00	20,00	13,36	0,64	1,36	Trauerspiel	1818-Uhland_Ludwig-Ernst_Herzog_von_Schwaben-lina.xml							
1810	1819-Bäuerle_Adolf-Doktor_Faust's_Mantel-speakers	24,00	20,00	7,42	0,32	1,74		1819-B%C3%A4uerle_Adolf-Doktor_Faust's_Mantel-lina.xml							
1810	1819-Uhland_Ludwig-Ludwig_der_Bayer-speakers	43,00	33,00	9,81	0,23	1,91	Schauspiel	1819-Uhland_Ludwig-Ludwig_der_Bayer-lina.xml							
1820	1820-Malß_Karl-Der_alte_Bürger-Capitain_oder_Die_Entführung-speakers	16,00	15,00	8,62	0,57	1,43	Lustspiel	1820-Mal%C3%9F_Karl-Der_alte_B%C3%BCrger-Capitain_oder_Die_Entf%C3%BChrung-lina.xml							
1820	1821-Gleich_Joseph_Alois-Der_Eheteufel_auf_Reisen-speakers	49,00	23,00	6,49	0,14	2,46		1821-Gleich_Joseph_Alois-Der_Eheteufel_auf_Reisen-lina.xml							
1820	1821-Heine_Heinrich-Almansor-speakers	38,00	33,00	16,84	0,46	1,61	Tragödie	1821-Heine_Heinrich-Almansor-lina.xml							
1820	1821-Kind_Johann_Friedrich-Der_Freischütz-speakers	26,00	23,00	14,23	0,57	1,46	Oper	1821-Kind_Johann_Friedrich-Der_Freisch%C3%BCtz-lina.xml							
1800	1808-Kleist_Heinrich_von-Die_Hermannsschlacht-speakers	72,00	43,00	10,50	0,15	2,33		1821-Kleist_Heinrich_von-Die_Hermannsschlacht-lina.xml							
1810	1810-Kleist_Heinrich_von-Prinz_Friedrich_von_Homburg-speakers	33,00	24,00	8,79	0,27	1,77	Schauspiel	1821-Kleist_Heinrich_von-Prinz_Friedrich_von_Homburg-lina.xml							
1820	1821-Weißenthurn_Johanna_von-Die_Schwestern_St._Janvier-speakers	21,00	15,00	9,05	0,45	1,65	Schauspiel	1821-Wei%C3%9Fenthurn_Johanna_von-Die_Schwestern_St._Janvier-lina.xml							
1820	1821-Weißenthurn_Johanna_von-Welcher_ist_der_Bräutigam?-speakers	10,00	9,00	8,20	0,91	1,09									
1820	1823-Beer_Michael-Der_Paria-speakers	9,00	8,00	4,89	0,61	1,39	Trauerspiel	1823-Beer_Michael-Der_Paria-lina.xml							
1820	1823-Chézy_Helmina_von-Euryanthe-speakers	12,00	10,00	7,50	0,68	1,32	Oper	1823-Ch%C3%A9zy_Helmina_von-Euryanthe-lina.xml							
1820	1823-Heine_Heinrich-William_Ratcliff-speakers	15,00	14,00	8,40	0,60	1,40	Tragödie	1823-Heine_Heinrich-William_Ratcliff-lina.xml							
1820	1823-Raimund_Ferdinand-Der_Barometermacher_auf_der_Zauberinsel-speakers	25,00	17,00	4,56	0,19	2,19		1823-Raimund_Ferdinand-Der_Barometermacher_auf_der_Zauberinsel-lina.xml							
1820	1823-Voß_Julius_von-Faust-speakers	62,00	38,00	6,90	0,11	2,30	Trauerspiel	1823-Vo%C3%9F_Julius_von-Faust-lina.xml							
1820	1824-Raimund_Ferdinand-Der_Diamant_des_Geisterkönigs-speakers	34,00	20,00	7,35	0,22	2,07		1824-Raimund_Ferdinand-Der_Diamant_des_Geisterk%C3%B6nigs-lina.xml							
1820	1825-Grillparzer_Franz-König_Ottokars_Glück_und_Ende-speakers	52,00	51,00	27,54	0,54	1,46	Trauerspiel	1825-Grillparzer_Franz-K%C3%B6nig_Ottokars_Gl%C3%BCck_und_Ende-lina.xml							
1820	1825-Holtei_Karl_von-Die_Kalkbrenner-speakers	8,00	7,00	5,50	0,79	1,21		1825-Holtei_Karl_von-Die_Kalkbrenner-lina.xml							
1820	1825-Raupach_Ernst-Kritik_und_Antikritik-speakers	15,00	11,00	6,13	0,44	1,67	Lustspiel	1825-Raupach_Ernst-Kritik_und_Antikritik-lina.xml							
1820	1826-Arnim_Ludwig_Achim_von-Marino_Caboga-speakers	18,00	15,00	11,56	0,68	1,14		1826-Arnim_Ludwig_Achim_von-Marino_Caboga-lina.xml							
1820	1826-Platen_August_von-Die_verhängnisvolle_Gabel-speakers	7,00	6,00	5,43	0,90	1,10	Lustspiel	1826-Platen_August_von-Die_verh%C3%A4ngnisvolle_Gabel-lina.xml							
1820	1826-Raimund_Ferdinand-Das_Mädchen_aus_der_Feenwelt_oder_Der_Bauer_als_Millionär-speakers	34,00	21,00	7,65	0,23	2,06		1826-Raimund_Ferdinand-Das_M%C3%A4dchen_aus_der_Feenwelt_oder_Der_Bauer_als_Million%C3%A4r-lina.xml							
1820	1827-Grabbe_Christian_Dietrich-Herzog_Theodor_von_Gothland-speakers	46,00	45,00	20,13	0,45	1,55	Tragödie	1827-Grabbe_Christian_Dietrich-Herzog_Theodor_von_Gothland-lina.xml							
1820	1827-Grabbe_Christian_Dietrich-Scherz_Satire_Ironie_und_tiefere_Bedeutung-speakers	23,00	22,00	13,30	0,60	1,40	Lustspiel	1827-Grabbe_Christian_Dietrich-Scherz_Satire_Ironie_und_tiefere_Bedeutung-lina.xml							
1820	1827-Raimund_Ferdinand-Moisasurs_Zauberfluch-speakers	29,00	17,00	5,52	0,20	2,32		1827-Raimund_Ferdinand-Moisasurs_Zauberfluch-lina.xml							
1820	1828-Beer_Michael-Struensee-speakers	44,00	16,00	7,68	0,18	2,59	Trauerspiel	1828-Beer_Michael-Struensee-lina.xml							
1820	1828-Gehe_Eduard_Heinrich-Jessonda-speakers	16,00	15,00	13,75	0,92	1,08	Oper	1828-Gehe_Eduard_Heinrich-Jessonda-lina.xml							
1820	1828-Grillparzer_Franz-Ein_treuer_Diener_seines_Herrn-speakers	32,00	31,00	18,81	0,61	1,39	Trauerspiel	1828-Grillparzer_Franz-Ein_treuer_Diener_seines_Herrn-lina.xml							
1820	1828-Raimund_Ferdinand-Der_Alpenkönig_und_der_Menschenfeind-speakers	31,00	22,00	8,45	0,28	2,02		1828-Raimund_Ferdinand-Der_Alpenk%C3%B6nig_und_der_Menschenfeind-lina.xml							
1820	1828-Raimund_Ferdinand-Die_gefesselte_Phantasie-speakers	23,00	21,00	11,39	0,52	1,49		1828-Raimund_Ferdinand-Die_gefesselte_Phantasie-lina.xml							
1820	1828-Wohlbrück_Wilhelm_August-Der_Vampyr-speakers	28,00	20,00	7,43	0,28	1,94	Oper	1828-Wohlbr%C3%BCck_Wilhelm_August-Der_Vampyr-lina.xml							
1820	1829-Birch-Pfeiffer_Charlotte-Pfeffer-Rösel_oder_Die_Frankfurter_Messe_im_Jahre_1297-speakers	35,00	27,00	14,29	0,42	1,72	Schauspiel	1829-Birch-Pfeiffer_Charlotte-Pfeffer-R%C3%B6sel_oder_Die_Frankfurter_Messe_im_Jahre_1297-lina.xml							
1820	1829-Grabbe_Christian_Dietrich-Don_Juan_und_Faust-speakers	19,00	16,00	11,05	0,61	1,42	Tragödie	1829-Grabbe_Christian_Dietrich-Don_Juan_und_Faust-lina.xml							
1820	1829-Platen_August_von-Der_romantische_Ödipus-speakers	22,00	16,00	9,64	0,46	1,27	Lustspiel	1829-Platen_August_von-Der_romantische_%C3%96dipus-lina.xml							
1820	1829-Raimund_Ferdinand-Die_unheilbringende_Zauberkrone_oder_König_ohne_Reich_Held_ohne_Mut_Schönheit_ohne_Jugend-speakers	47,00	30,00	6,72	0,15	2,35		1829-Raimund_Ferdinand-Die_unheilbringende_Zauberkrone_oder_K%C3%B6nig_ohne_Reich_Held_ohne_Mut_Sch%C3%B6nheit_ohne_Jugend-lina.xml							
1830	1830-Birch-Pfeiffer_Charlotte-Die_Walpurgisnacht-speakers	25,00	19,00	4,88	0,20	2,03		1830-Birch-Pfeiffer_Charlotte-Die_Walpurgisnacht-lina.xml							
1830	1830-Eichendorff_Joseph_von-Der_letzte_Held_von_Marienburg-speakers	56,00	42,00	14,32	0,26	1,85	Trauerspiel	1830-Eichendorff_Joseph_von-Der_letzte_Held_von_Marienburg-lina.xml							
1830	1831-Grabbe_Christian_Dietrich-Napoleon_oder_Die_hundert_Tage-speakers	201,00	74,00	17,49	0,09	2,71		1831-Grabbe_Christian_Dietrich-Napoleon_oder_Die_hundert_Tage-lina.xml							
1830	1831-Grillparzer_Franz-Des_Meeres_und_der_Liebe_Wellen-speakers	10,00	9,00	9,00	1,00	1,00	Trauerspiel	1831-Grillparzer_Franz-Des_Meeres_und_der_Liebe_Wellen-lina.xml							
1830	1832-Goethe_Johann_Wolfgang_von-Faust._Der_Tragödie_zweiter_Teil-speakers	177,00	90,00	20,60	0,12	2,31	Tragödie	1832-Goethe_Johann_Wolfgang_von-Faust._Der_Trag%C3%B6die_zweiter_Teil-lina.xml							
1830	1832-Holtei_Karl_von-Ein_Trauerspiel_in_Berlin-speakers	18,00	15,00	9,11	0,54	1,49		1832-Holtei_Karl_von-Ein_Trauerspiel_in_Berlin-lina.xml							
1830	1832-Immermann_Karl-Das_Gericht_von_St._Petersburg-speakers	38,00	26,00	10,37	0,28	2,03	Tragödie	1832-Immermann_Karl-Das_Gericht_von_St._Petersburg-lina.xml							
1830	1832-Immermann_Karl-Die_Bojaren-speakers	42,00	23,00	9,76	0,24	2,30	Schauspiel	1832-Immermann_Karl-Die_Bojaren-lina.xml							
1830	1832-Immermann_Karl-Eudoxia-speakers	12,00	11,00	6,83	0,62	1,38		1832-Immermann_Karl-Eudoxia-lina.xml							
1830	1832-Immermann_Karl-Merlin-speakers	27,00	13,00	6,96	0,27	2,27		1832-Immermann_Karl-Merlin-lina.xml							
1830	1833-Devrient_Philipp_Eduard-Hans_Heiling-speakers	15,00	12,00	8,13	0,58	1,45	Oper	1833-Devrient_Philipp_Eduard-Hans_Heiling-lina.xml							
1830	1833-Eichendorff_Joseph_von-Die_Freier-speakers	11,00	9,00	7,64	0,76	1,25	Lustspiel	1833-Eichendorff_Joseph_von-Die_Freier-lina.xml							
1830	1833-Nestroy_Johann-Der_böse_Geist_Lumpazivagabundus_oder_Das_liederliche_Kleeblatt-speakers	46,00	36,00	8,48	0,19	2,03	Posse	1833-Nestroy_Johann-Der_b%C3%B6se_Geist_Lumpazivagabundus_oder_Das_liederliche_Kleeblatt-lina.xml							
1830	1834-Braun_von_Braunthal_Karl_Johann-Das_Nachtlager_von_Granada-speakers	9,00	8,00	6,22	0,78	1,22	Oper	1834-Braun_von_Braunthal_Karl_Johann-Das_Nachtlager_von_Granada-lina.xml							
1830	1834-Grillparzer_Franz-Der_Traum_ein_Leben-speakers	16,00	15,00	10,38	0,69	1,31		1834-Grillparzer_Franz-Der_Traum_ein_Leben-lina.xml							
1830	1834-Raimund_Ferdinand-Der_Verschwender-speakers	39,00	30,00	8,56	0,23	1,95		1834-Raimund_Ferdinand-Der_Verschwender-lina.xml							
1830	1835-Bauernfeld_Eduard_von-Bürgerlich_und_Romantisch-speakers	13,00	10,00	6,31	0,53	1,54	Lustspiel	1835-Bauernfeld_Eduard_von-B%C3%BCrgerlich_und_Romantisch-lina.xml							
1830	1835-Birch-Pfeiffer_Charlotte-Johannes_Gutenberg-speakers	14,00	10,00	5,29	0,41	1,67	Schauspiel	1835-Birch-Pfeiffer_Charlotte-Johannes_Gutenberg-lina.xml							1835-B%C3%BCchner_Georg-Dantons_Tod-lina.xml
1830	1835-Braun_von_Braunthal_Karl_Johann-Faust-speakers	35,00	23,00	7,54	0,22	2,19	Tragödie	1835-Braun_von_Braunthal_Karl_Johann-Faust-lina.xml							
1830	1835-Büchner_Georg-Dantons_Tod-speakers	78,00	77,00	31,90	0,41	1,59		1835-B%C3%BCchner_Georg-Dantons_Tod-lina.xml							
1830	1835-Grabbe_Christian_Dietrich-Hannibal-speakers	106,00	105,00	36,74	0,35	1,65		1835-Grabbe_Christian_Dietrich-Hannibal-lina.xml							
1830	1835-Immermann_Karl-Andreas_Hofer_der_Sandwirt_von_Passeyer-speakers	38,00	23,00	5,26	0,14	2,24	Trauerspiel	1835-Immermann_Karl-Andreas_Hofer_der_Sandwirt_von_Passeyer-lina.xml							
1830	1835-Malß_Karl-Jungfern_Köchinnen-speakers	12,00	10,00	6,83	0,62	1,45		1835-Mal%C3%9F_Karl-Jungfern_K%C3%B6chinnen-lina.xml							
1830	1835-Nestroy_Johann-Eulenspiegel_oder_Schabernack_über_Schabernack-speakers	18,00	14,00	8,11	0,48	1,56	Posse	1835-Nestroy_Johann-Eulenspiegel_oder_Schabernack_%C3%BCber_Schabernack-lina.xml							
1830	1835-Nestroy_Johann-Zu_ebener_Erde_und_erster_Stock_oder_Die_Launen_des_Glückes-speakers	41,00	29,00	11,51	0,29	1,83		1835-Nestroy_Johann-Zu_ebener_Erde_und_erster_Stock_oder_Die_Launen_des_Gl%C3%BCckes-lina.xml							
1830	1836-Devrient_Philipp_Eduard-Die_Gunst_des_Augenblicks-speakers	8,00	7,00	4,75	0,68	1,32	Lustspiel	1836-Devrient_Philipp_Eduard-Die_Gunst_des_Augenblicks-lina.xml							
1830	1837-Lortzing_Albert_(Gustav)-Zar_und_Zimmermann-speakers	19,00	18,00	9,79	0,54	1,46	Oper	1837-Lortzing_Albert_(Gustav)-Zar_und_Zimmermann-lina.xml							
1830	1837-Nestroy_Johann-Das_Haus_der_Temperamente-speakers	38,00	30,00	19,05	0,51	1,53	Posse	1837-Nestroy_Johann-Das_Haus_der_Temperamente-lina.xml							
1830	1838-Büchner_Georg-Leonce_und_Lena-speakers	21,00	16,00	8,38	0,42	1,46	Lustspiel	1838-B%C3%BCchner_Georg-Leonce_und_Lena-lina.xml							
1830	1838-Grillparzer_Franz-Weh_dem_der_lügt-speakers	17,00	16,00	10,59	0,66	1,34	Lustspiel	1838-Grillparzer_Franz-Weh_dem_der_l%C3%BCgt-lina.xml							
1830	1839-Gutzkow_Karl-Richard_Savage_oder_Der_Sohn_einer_Mutter-speakers	26,00	20,00	8,15	0,33	1,91	Trauerspiel	1839-Gutzkow_Karl-Richard_Savage_oder_Der_Sohn_einer_Mutter-lina.xml							
1840	1840-Hebbel_Friedrich-Judith-speakers	50,00	46,00	23,76	0,48	1,52	Tragödie	1840-Hebbel_Friedrich-Judith-lina.xml							
1840	1841-Laube_Heinrich-Monaldeschi-speakers	11,00	10,00	7,27	0,73	1,27	Tragödie	1841-Laube_Heinrich-Monaldeschi-lina.xml							
1840	1841-Nestroy_Johann-Das_Mädl_aus_der_Vorstadt_oder_Ehrlich_währt_am_längsten-speakers	14,00	12,00	7,86	0,60	1,48		1841-Nestroy_Johann-Das_M%C3%A4dl_aus_der_Vorstadt_oder_Ehrlich_w%C3%A4hrt_am_l%C3%A4ngsten-lina.xml							
1840	1841-Niebergall_Ernst_Elias-Datterich-speakers	21,00	20,00	7,14	0,36	1,64	Posse	1841-Niebergall_Ernst_Elias-Datterich-lina.xml							
1840	1842-Bauernfeld_Eduard_von-Industrie_und_Herz-speakers	12,00	9,00	4,17	0,38	1,77	Lustspiel	1842-Bauernfeld_Eduard_von-Industrie_und_Herz-lina.xml							
1840	1842-Halm_Friedrich-Der_Sohn_der_Wildnis-speakers	18,00	17,00	10,56	0,62	1,38		1842-Halm_Friedrich-Der_Sohn_der_Wildnis-lina.xml							
1840	1842-Kotzebue_August_von-Der_Wildschütz_oder_Die_Stimme_der_Natur-speakers	17,00	13,00	8,35	0,52	1,57	Oper	1842-Kotzebue_August_von-Der_Wildsch%C3%BCtz_oder_Die_Stimme_der_Natur-lina.xml							
1840	1842-Nestroy_Johann-Einen_Jux_will_er_sich_machen-speakers	21,00	18,00	8,76	0,44	1,60		1842-Nestroy_Johann-Einen_Jux_will_er_sich_machen-lina.xml							
1840	1843-Hebbel_Friedrich-Genoveva-speakers	19,00	17,00	7,89	0,44	1,56	Tragödie	1843-Hebbel_Friedrich-Genoveva-lina.xml							
1840	1843-Nestroy_Johann-Der_Talisman-speakers	23,00	16,00	7,39	0,34	1,96	Posse	1843-Nestroy_Johann-Der_Talisman-lina.xml							
1840	1843-Wagner_Richard-Der_fliegende_Holländer-speakers	11,00	10,00	7,82	0,78	1,22		1843-Wagner_Richard-Der_fliegende_Holl%C3%A4nder-lina.xml							
1840	1844-Gutzkow_Karl-Zopf_und_Schwert-speakers	23,00	15,00	7,39	0,34	1,83	Lustspiel	1844-Gutzkow_Karl-Zopf_und_Schwert-lina.xml							
1840	1844-Hebbel_Friedrich-Maria_Magdalene-speakers	11,00	10,00	5,64	0,56	1,44	Trauerspiel	1844-Hebbel_Friedrich-Maria_Magdalene-lina.xml							
1840	1844-Kaiser_Friedrich-Stadt_und_Land_oder_Der_Viehhändler_aus_Oberösterreich-speakers	18,00	17,00	10,78	0,63	1,37	Posse	1844-Kaiser_Friedrich-Stadt_und_Land_oder_Der_Viehh%C3%A4ndler_aus_Ober%C3%B6sterreich-lina.xml							
1840	1844-Laube_Heinrich-Struensee-speakers	8,00	7,00	7,00	1,00	1,00	Tragödie	1844-Laube_Heinrich-Struensee-lina.xml							
1840	1844-Nestroy_Johann-Der_Zerrissene-speakers	17,00	13,00	7,29	0,46	1,68	Posse	1844-Nestroy_Johann-Der_Zerrissene-lina.xml							
1840	1845-Laube_Heinrich-Gottsched_und_Gellert-speakers	14,00	13,00	12,14	0,93	1,07	Lustspiel	1845-Laube_Heinrich-Gottsched_und_Gellert-lina.xml							
1840	1845-Prutz_Robert_Eduard-Die_politische_Wochenstube-speakers	24,00	23,00	15,50	0,67	1,33	Komödie	1845-Prutz_Robert_Eduard-Die_politische_Wochenstube-lina.xml							
1840	1845-Wagner_Richard-Tannhäuser_und_Der_Sängerkrieg_auf_Wartburg-speakers	16,00	15,00	8,87	0,59	1,41	Oper	1845-Wagner_Richard-Tannh%C3%A4user_und_Der_S%C3%A4ngerkrieg_auf_Wartburg-lina.xml							
1840	1846-Bauernfeld_Eduard_von-Großjährig-speakers	7,00	6,00	4,86	0,81	1,19	Lustspiel	1846-Bauernfeld_Eduard_von-Gro%C3%9Fj%C3%A4hrig-lina.xml							
1840	1846-Gutzkow_Karl-Das_Urbild_des_Tartüffe-speakers	17,00	13,00	7,65	0,48	1,58	Lustspiel	1846-Gutzkow_Karl-Das_Urbild_des_Tart%C3%BCffe-lina.xml							
1840	1846-Gutzkow_Karl-Uriel_Acosta-speakers	14,00	13,00	5,71	0,44	1,56	Trauerspiel	1846-Gutzkow_Karl-Uriel_Acosta-lina.xml							
1840	1846-Laube_Heinrich-Die_Karlsschüler-speakers	14,00	13,00	10,86	0,84	1,16		1846-Laube_Heinrich-Die_Karlssch%C3%BCler-lina.xml							
1840	1846-Lortzing_Albert_(Gustav)-Der_Waffenschmied-speakers	11,00	10,00	8,91	0,89	1,11	Oper	1846-Lortzing_Albert_(Gustav)-Der_Waffenschmied-lina.xml							
1840	1846-Nestroy_Johann-Der_Unbedeutende-speakers	38,00	31,00	17,95	0,49	1,65	Posse	1846-Nestroy_Johann-Der_Unbedeutende-lina.xml							
1840	1846-Simrock_Karl-Doctor_Johannes_Faust-speakers	26,00	20,00	9,77	0,39	1,68	Puppenspiel	1846-Simrock_Karl-Doctor_Johannes_Faust-lina.xml							
1840	1847-Hebbel_Friedrich-Der_Diamant-speakers	23,00	12,00	6,43	0,29	1,33	Komödie	1847-Hebbel_Friedrich-Der_Diamant-lina.xml							
1840	1847-Hebbel_Friedrich-Trauerspiel_in_Sizilien-speakers	9,00	8,00	5,56	0,69	1,31	Tragikomödie	1847-Hebbel_Friedrich-Trauerspiel_in_Sizilien-lina.xml							
