Dekade	Title	Number of characters	Max Degree	Average Degree	Density	Average Path Length									
1900	1909-Hauptmann_Carl-Im_goldenen_Tempel-Buche_verzeichnet-speakers	9,00	8,00	5,78	0,72	1,28		1909-Hauptmann_Carl-Im_goldenen_Tempel-Buche_verzeichnet-lina.xml							
1890	1894-Hofmannsthal_Hugo_von-Alkestis-speakers	33,00	29,00	26,55	0,83	1,00	Trauerspiel	1909-Hofmannsthal_Hugo_von-Alkestis-lina.xml							
1900	1909-Schnitzler_Arthur-Komtesse_Mizzi_oder_Der_Familientag-speakers	9,00	8,00	8,00	1,00	1,00	Komödie	1909-Schnitzler_Arthur-Komtesse_Mizzi_oder_Der_Familientag-lina.xml							
1910	1910-Schnitzler_Arthur-Das_weite_Land-speakers	31,00	30,00	18,00	0,60	1,40	Tragikomödie	1910-Schnitzler_Arthur-Das_weite_Land-lina.xml							
1910	1910-Thoma_Ludwig-Erster_Klasse-speakers	10,00	9,00	8,40	0,93	1,07		1910-Thoma_Ludwig-Erster_Klasse-lina.xml							
1910	1911-Ball_Hugo-Die_Nase_des_Michelangelo-speakers	10,00	9,00	5,80	0,64	1,36	Tragikomödie	1911-Ball_Hugo-Die_Nase_des_Michelangelo-lina.xml							
1910	1911-Dehmel_Richard_Fedor_Leopold-Michel_Michael-speakers	37,00	36,00	25,84	0,72	1,28	Komödie	1911-Dehmel_Richard_Fedor_Leopold-Michel_Michael-lina.xml							
1910	1911-Hofmannsthal_Hugo_von-Der_Rosenkavalier-speakers	34,00	33,00	18,18	0,55	1,45	Komödie	1911-Hofmannsthal_Hugo_von-Der_Rosenkavalier-lina.xml							
1910	1911-Hofmannsthal_Hugo_von-Die_Frau_ohne_Schatten-speakers	30,00	29,00	17,53	0,60	1,40	Oper	1911-Hofmannsthal_Hugo_von-Die_Frau_ohne_Schatten-lina.xml							
1910	1911-Hofmannsthal_Hugo_von-Jedermann-speakers	27,00	26,00	26,00	1,00	1,00		1911-Hofmannsthal_Hugo_von-Jedermann-lina.xml							
1910	1911-Lautensack_Heinrich-Die_Pfarrhauskomödie-speakers	4,00	3,00	3,00	1,00	1,00		1911-Lautensack_Heinrich-Die_Pfarrhauskom%C3%B6die-lina.xml							
1910	1911-Sudermann_Hermann-Der_Bettler_von_Syrakus-speakers	59,00	37,00	11,73	0,20	2,17	Tragödie	1911-Sudermann_Hermann-Der_Bettler_von_Syrakus-lina.xml							
1910	1911-Thoma_Ludwig-Lottchens_Geburtstag-speakers	6,00	5,00	4,00	0,80	1,20	Lustspiel	1911-Thoma_Ludwig-Lottchens_Geburtstag-lina.xml							
1910	1912-Essig_Hermann-Der_Frauenmut-speakers	28,00	27,00	16,14	0,60	1,40	Tragödie	1912-Essig_Hermann-%C3%9Cberteufel-lina.xml							
1910	1912-Essig_Hermann-Überteufel-speakers	20,00	19,00	16,10	0,85	1,15	Lustspiel	1912-Essig_Hermann-Der_Frauenmut-lina.xml							
1910	1912-Heiseler_Henry_von-Peter_und_Alexéj-speakers	22,00	21,00	14,09	0,67	1,33	Tragödie	1912-Heiseler_Henry_von-Peter_und_Alex%C3%A9j-lina.xml							
1910	1912-Hofmannsthal_Hugo_von-Ariadne_auf_Naxos-speakers	17,00	16,00	10,24	0,64	1,36	Oper	1912-Hofmannsthal_Hugo_von-Ariadne_auf_Naxos-lina.xml							
1890	1899-Rosenow_Emil-Die_im_Schatten_leben-speakers	14,00	13,00	12,71	0,98	1,02		1912-Rosenow_Emil-Die_im_Schatten_leben-lina.xml							
1910	1912-Schnitzler_Arthur-Professor_Bernhardi-speakers	23,00	22,00	13,39	0,61	1,39	Komödie	1912-Schnitzler_Arthur-Professor_Bernhardi-lina.xml							
1910	1912-Sorge_Reinhard_Johannes-Odysseus-speakers	14,00	13,00	13,00	1,00	1,00		1912-Sorge_Reinhard_Johannes-Odysseus-lina.xml							
1910	1912-Thoma_Ludwig-Magdalena-speakers	13,00	11,00	4,31	0,36	1,71	Volksstück	1912-Thoma_Ludwig-Magdalena-lina.xml							
1910	1912-Wedekind_Frank-Franziska-speakers	38,00	36,00	9,74	0,26	1,74		1912-Wedekind_Frank-Franziska-lina.xml							
1910	1912-Wildgans_Anton-In_Ewigkeit_Amen-speakers	8,00	7,00	7,00	1,00	1,00		1912-Wildgans_Anton-In_Ewigkeit_Amen-lina.xml							
1910	1913-Hauptmann_Carl-Die_armseligen_Besenbinder-speakers	32,00	24,00	9,00	0,29	1,84		1913-Hauptmann_Carl-Die_armseligen_Besenbinder-lina.xml							
1910	1914-Fock_Gorch-Cili_Cohrs-speakers	5,00	4,00	2,00	0,50	1,50		1914-Fock_Gorch-Cili_Cohrs-lina.xml							
1910	1914-Holz_Arno-Ignorabimus-speakers	7,00	6,00	6,00	1,00	1,00	Tragödie	1914-Holz_Arno-Ignorabimus-lina.xml							
1910	1915-Dovsky_Beatrice-Mona_Lisa-speakers	18,00	17,00	17,00	1,00	1,00	Oper	1915-Dovsky_Beatrice-Mona_Lisa-lina.xml							
1910	1915-Wildgans_Anton-Armut-speakers	12,00	10,00	6,00	0,55	1,47	Trauerspiel	1915-Wildgans_Anton-Armut-lina.xml							
1910	1917-Busoni_Ferruccio-Turandot-speakers	16,00	14,00	9,50	0,63	1,39		1917-Busoni_Ferruccio-Turandot-lina.xml							
1910	1917-Dehmel_Richard_Fedor_Leopold-Die_Menschenfreunde-speakers	8,00	7,00	6,25	0,89	1,11		1917-Dehmel_Richard_Fedor_Leopold-Die_Menschenfreunde-lina.xml							
1910	1917-Hauptmann_Carl-Gaukler_Tod_und_Juwelier-speakers	32,00	17,00	8,88	0,29	1,97		1917-Hauptmann_Carl-Gaukler_Tod_und_Juwelier-lina.xml							
1910	1917-Hofmannsthal_Hugo_von-Der_Schwierige-speakers	18,00	13,00	7,00	0,41	1,66	Lustspiel	1917-Hofmannsthal_Hugo_von-Der_Schwierige-lina.xml							
1910	1918-Hauptmann_Carl-Musik-speakers	24,00	17,00	9,83	0,43	1,30		1918-Hauptmann_Carl-Musik-lina.xml							
1910	1918-Wildgans_Anton-Dies_irae-speakers	18,00	15,00	8,00	0,47	1,53	Tragödie	1918-Wildgans_Anton-Dies_irae-lina.xml							
1910	1919-Avenarius_Ferdinand-Faust-speakers	90,00	74,00	13,09	0,15	1,81		1919-Avenarius_Ferdinand-Faust-lina.xml							
1910	1919-Boßdorf_Hermann-Bahnmeister_Dood-speakers	4,00	3,00	3,00	1,00	1,00		1919-Bo%C3%9Fdorf_Hermann-Bahnmeister_Dood-lina.xml							
1910	1919-Rubiner_Ludwig-Die_Gewaltlosen-speakers	39,00	33,00	15,08	0,40	1,62		1919-Rubiner_Ludwig-Die_Gewaltlosen-lina.xml							
1920	1920-Ertler_Bruno-Anna_Iwanowna-speakers	24,00	23,00	18,50	0,80	1,20	Schauspiel	1920-Ertler_Bruno-Anna_Iwanowna-lina.xml							
1920	1920-Hauptmann_Carl-Tobias_Buntschuh-speakers	18,00	11,00	4,67	0,27	1,96	Tragödie	1920-Hauptmann_Carl-Tobias_Buntschuh-lina.xml							
1920	1921-Kaltneker_Hans-Das_Bergwerk-speakers	50,00	49,00	25,72	0,52	1,48		1921-Kaltneker_Hans-Das_Bergwerk-lina.xml							
1920	1921-Mühsam_Erich-Judas._Ein_Arbeiterdrama-speakers	35,00	34,00	26,46	0,78	1,22		1921-M%C3%BChsam_Erich-Judas._Ein_Arbeiterdrama-lina.xml							
1920	1922-Hofmannsthal_Hugo_von-Das_Salzburger_große_Welttheater-speakers	18,00	17,00	17,00	1,00	1,00		1922-Hofmannsthal_Hugo_von-Das_Salzburger_gro%C3%9Fe_Welttheater-lina.xml							
1920	1923-Boßdorf_Hermann-De_rode_Ünnerrock-speakers	5,00	4,00	4,00	1,00	1,00	Komödie	1923-Bo%C3%9Fdorf_Hermann-De_rode_%C3%9Cnnerrock-lina.xml							
1920	1923-Ertler_Bruno-Das_Spiel_von_Doktor_Faust-speakers	22,00	13,00	6,18	0,29	1,85		1923-Ertler_Bruno-Das_Spiel_von_Doktor_Faust-lina.xml							
1920	1923-Hofmannsthal_Hugo_von-Der_Unbestechliche-speakers	13,00	12,00	7,54	0,63	1,37	Lustspiel	1923-Hofmannsthal_Hugo_von-Der_Unbestechliche-lina.xml							
1920	1924-Ertler_Bruno-Belian_und_Marpalye-speakers	25,00	21,00	10,00	0,42	1,59		1924-Ertler_Bruno-Belian_und_Marpalye-lina.xml							
1920	1924-Hofmannsthal_Hugo_von-Der_Turm-speakers	64,00	60,00	22,56	0,36	1,66	Trauerspiel	1924-Hofmannsthal_Hugo_von-Der_Turm-lina.xml							
1920	1924-Sorge_Reinhard_Johannes-Der_Sieg_des_Christos-speakers	39,00	29,00	7,79	0,21	2,12		1924-Sorge_Reinhard_Johannes-Der_Sieg_des_Christos-lina.xml							
1920	1925-Kaltneker_Hans-Die_Opferung-speakers	41,00	40,00	16,49	0,41	1,59	Tragödie	1925-Kaltneker_Hans-Die_Opferung-lina.xml							
1920	1925-Klabund-Der_Kreidekreis-speakers	22,00	21,00	7,18	0,34	1,66		1925-Klabund-Der_Kreidekreis-lina.xml							
1920	1928-Hofmannsthal_Hugo_von-Arabella-speakers	18,00	17,00	13,22	0,78	1,22	Komödie	1928-Hofmannsthal_Hugo_von-Arabella-lina.xml							
1920	1928-Mühsam_Erich-Staatsräson-speakers	49,00	45,00	16,00	0,33	1,69		1928-M%C3%BChsam_Erich-Staatsr%C3%A4son-lina.xml							
1920	1929-Heiseler_Henry_von-Die_Kinder_Godunófs-speakers	25,00	24,00	11,04	0,46	1,54	Tragödie	1929-Heiseler_Henry_von-Die_Kinder_Godun%C3%B3fs-lina.xml							
1890	1891-Schnitzler_Arthur-Anatols_Größenwahn-speakers	6,00	5,00	5,00	1,00	1,00	Lustspiel	1932-Schnitzler_Arthur-Anatols_Gr%C3%B6%C3%9Fenwahn-lina.xml							
1890	1899-Hofmannsthal_Hugo_von-Das_Bergwerk_zu_Falun-speakers	27,00	26,00	12,74	0,49	1,51		1933-Hofmannsthal_Hugo_von-Das_Bergwerk_zu_Falun-lina.xml							
