name;title;author;chars;words;speech_acts
PETER;Ein treuer Diener seines Herrn;Grillparzer, Franz;1572;314;37
DIE FRAU;Halle;Arnim, Ludwig Achim von;1572;305;9
THESTIUS;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;1571;284;11
FREIMUND;Das Incognito oder Die mehreren Könige oder Alt und Neu;Eichendorff, Joseph von;1571;305;20
MELPOMENE;Die verkehrte Welt;Tieck, Ludwig;1569;288;25
KÃ–NIGIN;Nikator;Günderode, Karoline von;1569;287;7
KUONI;Wilhelm Tell;Schiller, Friedrich;1568;303;23
ZWEYTE AUFWÃ†RTERIN;Evander und Alcimna;Gessner, Salomon;1567;265;11
DIE MENGE;Die Kinder GodunÃ_fs;Heiseler, Henry von;1567;322;15
DER ROTBART;Die Kinder GodunÃ_fs;Heiseler, Henry von;1567;314;8
DER SCHMIED;Scherz, Satire, Ironie und tiefere Bedeutung;Grabbe, Christian Dietrich;1566;279;20
MELANCHOLIA;Faustine, der weibliche Faust;SchÃ_fer, Wilhelm;1565;280;2
HERR GLAUBELEICHT;Die Pietisterey im Fischbein-Rocke;Gottsched, Luise Adelgunde Victorie;1564;272;9
ZWEITER HAUPTMANN;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;1563;278;3
MASCHINIST;Die verkehrte Welt;Tieck, Ludwig;1561;275;19
HERR VON MUCKERSDORFF;Die Pietisterey im Fischbein-Rocke;Gottsched, Luise Adelgunde Victorie;1561;309;22
ZENGER;Der letzte Held von Marienburg;Eichendorff, Joseph von;1560;290;21
ASSAD;Judith und Holofernes;Nestroy, Johann;1560;272;20
LISETT;Einen Jux will er sich machen;Nestroy, Johann;1556;277;16
ATTARIN;Die Hermannsschlacht;Kleist, Heinrich von;1556;295;9
DER DICHTER;Die Opferung;Kaltneker, Hans;1555;280;19
DER WIRT;MiÃŸ Sara Sampson;Lessing, Gotthold Ephraim;1555;289;7
MARIA;Anna Iwanowna;Ertler, Bruno;1553;323;23
LAMON;Die Laune des Verliebten;Goethe, Johann Wolfgang von;1553;321;20
HEROLD;Franz von Sickingen;Lassalle, Ferdinand;1553;279;6
GÃ–TTIN;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;1552;278;22
MARIE;Weltgericht;Bleibtreu, Karl;1548;255;17
LORD SOMERSET;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1547;278;12
EGBERT;Die Hermannsschlacht;Kleist, Heinrich von;1545;289;11
DER GERICHTSAKTUAR;König Nicolo oder So ist das Leben;Wedekind, Frank;1545;246;9
VERDERBTE GESCHMACK;Die von der Weisheit wider die Unwissenheit beschützte Schauspielkunst;Neuber, Friederike Caroline;1543;298;8
KOMMISSAR;StaatsrÃ_son;Mühsam, Erich;1543;245;16
EYSTEIN;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1543;293;12
ERNST;Frühlings Erwachen;Wedekind, Frank;1543;280;20
EVCHEN;Datterich;Niebergall, Ernst Elias;1539;295;22
DER ZWEITE GEFANGENE;Die Gewaltlosen;Rubiner, Ludwig;1538;284;11
JEAN;Der lustige Fritz oder Schlafe, TrÃ_ume, stehe auf, kleide dich an und bessre dich!;Meisl, Karl;1537;278;15
WEIB;Der Verschwender;Raimund, Ferdinand;1533;304;15
DIE MÃ„DCHEN;Parsifal;Wagner, Richard;1533;300;14
SIEVERS;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;1528;254;16
SEGEST;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;1528;285;17
DER KINDERKÃ–NIG;Der Turm;Hofmannsthal, Hugo von;1528;287;12
GRÃœNDLING;Der Verschwender;Raimund, Ferdinand;1527;267;8
DES FISCHERS FRAU;Das Bergwerk zu Falun;Hofmannsthal, Hugo von;1526;309;12
SALCHEN;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;1524;303;21
MADEMOISELLE SILBERKLANG;Der Schauspieldirektor;Stephanie, Johann Gottlieb (der Jüngere);1524;286;13
LASTER;Der lustige Fritz oder Schlafe, TrÃ_ume, stehe auf, kleide dich an und bessre dich!;Meisl, Karl;1524;272;19
GRÃ„FIN UHLFELD;Struensee;Beer, Michael;1523;288;16
CHOR;Der Diamant des Geisterkönigs;Raimund, Ferdinand;1519;287;14
ASTERIA;Penthesilea;Kleist, Heinrich von;1519;264;6
FAUSTS MUTTER;Doktor Faust;Soden, Julius von;1518;290;37
THEOPHANES;Das Gericht von St. Petersburg;Immermann, Karl;1513;286;6
ILSEBILL;Das Bergwerk zu Falun;Hofmannsthal, Hugo von;1511;309;24
FRANZISKA;Pension Schöller;Laufs, Carl;1510;274;14
ORESTES;Das Spiel von Doktor Faust;Ertler, Bruno;1509;288;13
CHERUBIM;Das Liebeskonzil;Panizza, Oskar;1509;259;29
Dr. VON BRAUSEPULVER;Frühlings Erwachen;Wedekind, Frank;1508;242;3
HARTL;Die Lokalbahn;Thoma, Ludwig;1506;247;22
KASIMIR;Die Quitzows;Wildenbruch, Ernst von;1505;286;32
LE DUC;Der Abenteurer und die SÃ_ngerin oder Die Geschenke des Lebens;Hofmannsthal, Hugo von;1504;265;24
KAISER;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;1503;250;9
VIERTER GESELL;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;1501;260;16
KNÃ–PFEL;Das MÃ_dl aus der Vorstadt oder Ehrlich wÃ_hrt am lÃ_ngsten;Nestroy, Johann;1501;284;22
KARDINAL;Faust;Avenarius, Ferdinand;1500;280;1
HEITZINGER;Die Lokalbahn;Thoma, Ludwig;1500;266;25
LUDE;Im Suff;Alberti, Konrad;1499;254;5
KÃ–NIGIN;Der Diamant;Hebbel, Friedrich;1499;282;9
BÃ–SER GEIST;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;1499;130;4
AUSRUFER BEI EINEM GUCKKASTEN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1498;270;12
VALENTIN;Die Candidaten oder Die Mittel zu einem Amte zu gelangen;Krüger, Johann Christian;1496;271;7
ERSTES GESPENST;Lachende Gespenster;Scheerbart, Paul;1492;270;16
CRESCENZ;Der Meineidbauer;Anzengruber, Ludwig;1492;299;17
JOHANNES PARRICIDA;Wilhelm Tell;Schiller, Friedrich;1490;290;17
GEIST;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;1490;163;5
FEUERGEIST;Der Diamant des Geisterkönigs;Raimund, Ferdinand;1490;260;10
DER ALTE GÃ„RTNER;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1490;270;16
HOCHMANN;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;1488;257;21
BLÃ–DEL;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1488;280;13
SEPTIMIUS;Die Hermannsschlacht;Kleist, Heinrich von;1485;276;18
EINE ALTE PUTZHÃ„NDLERIN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1485;253;4
MARIA;Die Kinder GodunÃ_fs;Heiseler, Henry von;1484;319;25
HOLM;Die Schuld;Müllner, Adolph;1484;310;7
BULLE;Im Suff;Alberti, Konrad;1484;254;9
ANNINA;Der Rosenkavalier;Hofmannsthal, Hugo von;1484;277;22
MARGIANA;Der Barbier von Bagdad;Cornelius, Peter;1482;295;14
ELFI;Gaukler, Tod und Juwelier;Hauptmann, Carl;1482;239;16
WAISENPLAG;Johann Faust;Weidmann, Paul;1481;252;2
ALDÃ–BERN;Die Familie Schroffenstein;Kleist, Heinrich von;1479;269;14
LAHMER;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Lenz, Jakob Michael Reinhold;1476;283;10
HENRY;Gaukler, Tod und Juwelier;Hauptmann, Carl;1476;211;14
KAFFEEWIRT;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Lenz, Jakob Michael Reinhold;1474;271;4
ELEONORE;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;1473;282;22
EIN KRIEGSMANN;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1473;276;14
SORGE;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1472;266;9
ELPA;Udohla;Günderode, Karoline von;1471;279;8
CHRISTINE;Der Herr vom Jenseits;Scheerbart, Paul;1469;262;11
ALSWIN;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1469;269;13
SALOMON;Verbrechen aus Ehrsucht;Iffland, August Wilhelm;1468;304;17
RICHTER;MÃ_gera, die förchterliche Hexe oder Das bezauberte SchloÃŸ des Herrn von Einhorn;Hafner, Philipp;1468;267;5
CAMILLA;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;1467;268;29
VON SCHLAG;Die alte Jungfer;Lessing, Gotthold Ephraim;1463;265;16
PENELOPEIA;Odysseus;Sorge, Reinhard Johannes;1461;253;8
ETSCHMANN;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;1461;279;32
EIN HAUPTMANN;Ein Bruderzwist in Habsburg;Grillparzer, Franz;1460;273;19
DELIA;Judith;Hebbel, Friedrich;1460;285;4
SCHAUSPIELER;Faustine, der weibliche Faust;SchÃ_fer, Wilhelm;1459;280;5
KÃ„THE;Die Quitzows;Wildenbruch, Ernst von;1457;280;32
ERSTER HANDLANGER;Datterich;Niebergall, Ernst Elias;1455;257;11
SECHELWEG;Die Quitzows;Wildenbruch, Ernst von;1454;272;27
BADER;Der Meineidbauer;Anzengruber, Ludwig;1454;277;11
KANZLER;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;1452;266;12
LANGE;Der Eheteufel auf Reisen;Gleich, Joseph Alois;1450;268;14
SEKRETÃ„R;Industrie und Herz;Bauernfeld, Eduard von;1449;251;26
EINE MUTTER;Judith;Hebbel, Friedrich;1448;275;5
GUNILDE;Canut;Schlegel, Johann Elias;1447;275;9
SUSANNE;Der Regierungswechsel;Scheerbart, Paul;1446;257;18
VOLK;Eudoxia;Immermann, Karl;1445;235;8
DIETRICH;Der letzte Held von Marienburg;Eichendorff, Joseph von;1445;280;12
HAQVIN;Canut;Schlegel, Johann Elias;1444;259;3
DER ERSTE FREIER;Belian und Marpalye;Ertler, Bruno;1444;247;10
TURBARIUS;Der Eheteufel auf Reisen;Gleich, Joseph Alois;1443;252;16
LAURA;Die verkehrte Welt;Tieck, Ludwig;1443;260;6
DER STAATSANWALT;In Ewigkeit Amen;Wildgans, Anton;1443;248;17
CHOR;Der Eheteufel auf Reisen;Gleich, Joseph Alois;1443;236;11
LUMPAZI;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;1440;260;11
DER MINISTER;Die Menschenfreunde;Dehmel, Richard Fedor Leopold;1440;237;9
BEDIENTER;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;1440;277;16
DANKWART;Kriemhilds Rache;Hebbel, Friedrich;1439;278;25
LYDIA;Franziska;Wedekind, Frank;1437;267;16
KULIKE;Krieg oder Frieden;Moser, Gustav von;1437;288;14
SEDLMAIER;Die Medaille;Thoma, Ludwig;1436;258;26
SUSCHEN;Der Dorfjahrmarkt;Gotter, Friedrich Wilhelm;1434;264;12
DIE MEISTER;Die Meistersinger von Nürnberg;Wagner, Richard;1433;278;13
AMALIE;Lachende Gespenster;Scheerbart, Paul;1433;263;19
PAUL;Der Dorfjahrmarkt;Gotter, Friedrich Wilhelm;1432;279;17
MENON;Weltgericht;Bleibtreu, Karl;1432;227;21
GATTIN;Die verkehrte Welt;Tieck, Ludwig;1432;249;15
HERMAN;Dantons Tod;Büchner, Georg;1431;252;14
EDELCHEN;Halle;Arnim, Ludwig Achim von;1431;265;15
PANTALONE;Turandot;Busoni, Ferruccio;1430;255;22
DER HOTELDIENER;Der KammersÃ_nger;Wedekind, Frank;1430;263;21
VALERIUS;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;1429;262;16
KATO ZENSOR;Hannibal;Grabbe, Christian Dietrich;1429;247;11
DIE KUPPLERIN;König Nicolo oder So ist das Leben;Wedekind, Frank;1429;260;3
CHRISTINE;Das Manuscript;WeiÃŸenthurn, Johanna von;1429;260;16
ZÃ„NKER;Heimg'funden;Anzengruber, Ludwig;1428;256;17
FRAU FILSER;Erster Klasse;Thoma, Ludwig;1428;283;17
STACHUS;Agnes Bernauer;Hebbel, Friedrich;1426;261;11
KILIAN;Der Freischütz;Kind, Johann Friedrich;1426;275;11
GRAF;Die natürliche Tochter;Goethe, Johann Wolfgang von;1426;253;7
ARABELLA;Die Verschwörung des Fiesco zu Genua;Schiller, Friedrich;1426;260;21
PERCIFAL ZENGER;Agnes Bernauerin;Törring, Josef August von;1423;270;21
MURAT;Weltgericht;Bleibtreu, Karl;1423;227;22
FRITZ VON DER LEYEN;Rosenmontag;Hartleben, Otto Erich;1423;258;16
SCHMUTTLER;Der alte Bürger-Capitain oder Die Entführung;MalÃŸ, Karl;1422;259;12
KNABE;Hannibal;Grabbe, Christian Dietrich;1422;276;20
KASSUBA;Marino Caboga;Arnim, Ludwig Achim von;1422;263;9
KHALF;Der Rubin;Hebbel, Friedrich;1417;270;20
AGATHE;Der Triumph der guten Frauen;Schlegel, Johann Elias;1417;248;11
MARFISA;Der Abenteurer und die SÃ_ngerin oder Die Geschenke des Lebens;Hofmannsthal, Hugo von;1413;292;26
TATJANA;Fritz Schwigerling oder Der Liebestrank;Wedekind, Frank;1412;245;20
DAS VOLK (DIE MENGE);Die Gewaltlosen;Rubiner, Ludwig;1411;268;51
LAÃèOS;Ã–dipus und die Sphinx;Hofmannsthal, Hugo von;1409;270;15
FÃœHRIANA;Faustine, der weibliche Faust;SchÃ_fer, Wilhelm;1408;258;9
BARAK;Turandot;Busoni, Ferruccio;1408;261;24
FAMULUS;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1407;240;5
EIN BARDE;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;1407;253;14
CHOR;Der Zigeunerbaron;Schnitzer, Ignaz;1406;269;19
DIE PYTHIA;Der romantische Ã–dipus;Platen, August von;1404;268;1
SILBERKERN;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;1403;246;11
MARIANNE LEITMETZERIN;Der Rosenkavalier;Hofmannsthal, Hugo von;1403;252;10
CHRISTOPH;Der Eheteufel auf Reisen;Gleich, Joseph Alois;1396;252;11
DR. LANGENBECK;Es lebe Europa!;Scheerbart, Paul;1394;239;9
PEPPI;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;1391;271;19
PEPPI;Eulenspiegel oder Schabernack über Schabernack;Nestroy, Johann;1391;262;21
BOTE;Das Liebeskonzil;Panizza, Oskar;1391;227;1
THEODOR;Die WÃ_nde;Dulk, Albert;1390;248;8
MADAME TALLIEN;Weltgericht;Bleibtreu, Karl;1390;231;24
JERONIM;Der Turm;Hofmannsthal, Hugo von;1390;257;10
GRAF REUSS;Prinz Friedrich von Homburg;Kleist, Heinrich von;1389;255;13
PROKTOPHANTASMIST;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;1388;123;3
LICHTERZIEHER;Jerusalem;Arnim, Ludwig Achim von;1388;253;12
TOPHAN;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;1386;255;10
PORZIA;Julius von Tarent;Leisewitz, Johann Anton;1386;254;4
MICHALSKI;Die Ehre;Sudermann, Hermann;1386;253;33
VEIT;Die Kreuzelschreiber;Anzengruber, Ludwig;1385;267;14
FRAU MÃœHLINGK;Die Ehre;Sudermann, Hermann;1384;255;21
DIE STUDENTEN;Der Trompeter von SÃ_kkingen;Bunge, Rudolf;1384;243;13
ZWEITE DAME;Der Diamant;Hebbel, Friedrich;1383;245;6
GRÃ„FIN VON CHOISY;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1383;244;7
LANDLEUTE;Martha oder Der Markt zu Richmond;Riese, Friedrich Wilhelm;1381;261;13
LA COSTA;Anna Iwanowna;Ertler, Bruno;1381;274;12
FRIEDRICH;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;1379;250;23
DILLON;Dantons Tod;Büchner, Georg;1379;251;10
SPERLING;Der Eheteufel auf Reisen;Gleich, Joseph Alois;1378;241;5
DER KALIF;Der Barbier von Bagdad;Cornelius, Peter;1376;245;10
TUPPER;Der Unbedeutende;Nestroy, Johann;1375;246;29
KLEINER BUBE;Jerusalem;Arnim, Ludwig Achim von;1375;267;11
KUNZ;Das Incognito oder Die mehreren Könige oder Alt und Neu;Eichendorff, Joseph von;1374;243;19
MANN;Die Teufelsmühle am Wienerberg;Hensler, Karl Friedrich;1373;250;7
TALMA;Weltgericht;Bleibtreu, Karl;1372;243;10
SIEGMUND;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;1372;272;14
MILCHFRAU;Krieg oder Frieden;Moser, Gustav von;1372;290;15
BARBIER;Krieg oder Frieden;Moser, Gustav von;1372;261;12
DER BEHÃ„BIGE HERR;Die Opferung;Kaltneker, Hans;1371;256;9
THEA;Frühlings Erwachen;Wedekind, Frank;1370;250;22
REPS;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;1370;233;24
REDING;Wilhelm Tell;Schiller, Friedrich;1367;250;10
NARRABOTH;Salome;Lachmann, Hedwig;1367;231;22
DER ZWEITE GEBLENDETE;Belian und Marpalye;Ertler, Bruno;1365;221;5
DER FRÃœHERE DESPOT DER STADT;Hannibal;Grabbe, Christian Dietrich;1364;232;10
ANGLER;Im Suff;Alberti, Konrad;1364;229;12
VOLK;Die Gründung Prags;Brentano, Clemens;1360;249;26
OFFICIER;Struensee;Beer, Michael;1360;246;14
EIN JUNGER DIENER;Elektra;Hofmannsthal, Hugo von;1359;258;5
SALUZZO;Simsone Grisaldo;Klinger, Friedrich Maximilian;1358;241;6
HABEBALD;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1356;247;11
LOUISON;Die Jungfrau von Orleans;Schiller, Friedrich;1355;265;15
GEISTERCHOR;Der Vampyr;Wohlbrück, Wilhelm August;1355;223;4
DER KATER;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;1353;114;4
CHOBOL;Die Gründung Prags;Brentano, Clemens;1353;252;15
GESANG DER GEISTER;Faust;Vischer, Friedrich Theodor;1350;227;1
AGNES;Hahnenkampf;Lautensack, Heinrich;1350;256;4
SCHULDKNECHT;Jedermann;Hofmannsthal, Hugo von;1349;249;13
DERWISCH;Udohla;Günderode, Karoline von;1349;252;6
GEORG;Der Talisman;Nestroy, Johann;1347;246;15
EIN ENGLISCHER OBRIST;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1347;230;5
PETER STUMMEL;Die Quitzows;Wildenbruch, Ernst von;1346;252;20
KÃ–HLER;Die Jungfrau von Orleans;Schiller, Friedrich;1344;258;8
CHRISTOPH;Golo und Genovefa;Müller, Friedrich (Maler Müller);1344;234;11
HAUPTMANN;Ein treuer Diener seines Herrn;Grillparzer, Franz;1343;258;16
FRAU VON LICHTBERG;Welche ist die Braut!;WeiÃŸenthurn, Johanna von;1343;233;22
BECKER;Halle;Arnim, Ludwig Achim von;1342;251;6
ASMUND;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1342;262;23
MUTTER VON STOLZIUS;Die Soldaten;Lenz, Jakob Michael Reinhold;1341;247;10
ER;Der gestiefelte Kater;Tieck, Ludwig;1341;244;13
DER BOTE;Die Frau ohne Schatten;Hofmannsthal, Hugo von;1340;266;15
CLEMENS;Das Gift;Scheerbart, Paul;1340;256;24
EGINHARDT VON DER WART;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;1339;237;9
PHERES;Alkestis;Hofmannsthal, Hugo von;1338;259;9
DER HOHE STAATSANWALT;Die Büchse der Pandora;Wedekind, Frank;1338;247;6
AMBIVAR;Der Sohn der Wildnis;Halm, Friedrich;1338;264;30
DIE MÃ„GDLEIN;Die Gründung Prags;Brentano, Clemens;1337;245;11
DER KLEINE DOMINIQUE;Das Erbtheil des Vaters;Iffland, August Wilhelm;1336;248;24
APOLLO;Jon;Schlegel, August Wilhelm;1333;218;1
FEE;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;1332;237;7
KNACKBERGER;Die Fahnenweihe;Ruederer, Josef;1331;247;32
FRAU OBERST;Musik;Wedekind, Frank;1330;240;9
KINDER;Mudder Mews;Stavenhagen, Fritz;1329;235;2
SCIPIO DER Ã„LTERE;Hannibal;Grabbe, Christian Dietrich;1328;235;16
VATER;Des Meeres und der Liebe Wellen;Grillparzer, Franz;1326;252;13
NICOLAI;Das Incognito oder Die mehreren Könige oder Alt und Neu;Eichendorff, Joseph von;1326;240;19
NEREIDEN UND TRITONEN;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1325;232;8
EPAMINONDAS;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;1325;246;18
ERSTE AUFWÃ†RTERIN;Evander und Alcimna;Gessner, Salomon;1324;233;10
MENZIKOF;Eudoxia;Immermann, Karl;1322;227;12
WIRT;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;1321;246;18
THERESE;Das Gericht von St. Petersburg;Immermann, Karl;1320;245;26
SVENNE;Struensee;Beer, Michael;1320;234;8
MAXELRAINER;Agnes Bernauerin;Törring, Josef August von;1319;241;5
FLORA;Die Fahnenweihe;Ruederer, Josef;1317;245;38
DIENER;König Ottokars Glück und Ende;Grillparzer, Franz;1313;250;27
CHOR;Berlin, wie es weint und lacht;Berg, O. F.;1313;223;14
ERWIN;Golo und Genovefa;Müller, Friedrich (Maler Müller);1311;238;14
PHILEMON;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;1310;247;5
LUITGAR;Die Hermannsschlacht;Kleist, Heinrich von;1310;240;18
DER DÃœNNE VETTER;Jedermann;Hofmannsthal, Hugo von;1309;239;13
LIDI;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;1308;220;8
KRUMSCHAL;Das Spiel von Doktor Faust;Ertler, Bruno;1308;231;15
HERZOG VON ANGOULEME;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;1308;227;16
EIN BOTE;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1307;240;10
MARTIN;Das Bergwerk;Kaltneker, Hans;1304;213;24
ERICH;Brot!;Alberti, Konrad;1304;234;14
CARLO;Die neue Arria;Klinger, Friedrich Maximilian;1303;231;15
RICARDO;Alarkos;Schlegel, Friedrich;1302;238;12
JOARIM;Die MakkabÃ_er;Ludwig, Otto;1302;253;13
BEDIENTER;Golo und Genovefa;Müller, Friedrich (Maler Müller);1302;239;15
MÃ„ONIOS;Der Meister von Palmyra;Wilbrandt, Adolf von;1301;256;15
MADEMOISELLE BISCHOF;Die Soldaten;Lenz, Jakob Michael Reinhold;1300;254;10
FATME;Jerusalem;Arnim, Ludwig Achim von;1300;246;13
MANSOR;Moisasurs Zauberfluch;Raimund, Ferdinand;1299;231;7
GEORG;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;1299;243;21
DER VERSCHÃ„MTE AUTOR;Die Büchse der Pandora;Wedekind, Frank;1298;225;5
STEFFENS;Die Walpurgisnacht;Birch-Pfeiffer, Charlotte;1297;242;8
CORA;Anatol;Schnitzler, Arthur;1296;242;34
ROSA;Judas. Ein Arbeiterdrama;Mühsam, Erich;1295;244;27
DIE KAMMERFRAU;Im goldenen Tempel-Buche verzeichnet;Hauptmann, Carl;1295;263;11
MARGOT;Die Jungfrau von Orleans;Schiller, Friedrich;1293;244;18
JUNGFRAU;Jerusalem;Arnim, Ludwig Achim von;1292;242;9
JUTTA;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;1291;224;8
BEAMTER;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;1290;212;13
WILHELM;Die Ehre;Sudermann, Hermann;1289;233;16
ZEPHISES;Der Diamant des Geisterkönigs;Raimund, Ferdinand;1288;221;11
DER KÃ–NIG;Alkestis;Hofmannsthal, Hugo von;1287;245;2
GRÃ„FIN;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;1286;244;14
JULIA CAMPBELL;StaatsrÃ_son;Mühsam, Erich;1285;238;7
SCHATZMEISTER;Faust;Avenarius, Ferdinand;1283;243;5
SCHULMEISTER;Leonce und Lena;Büchner, Georg;1279;232;6
MERKADO;Don Carlos, Infant von Spanien;Schiller, Friedrich;1279;246;6
MACDONALD;Wallensteins Tod;Schiller, Friedrich;1279;252;27
HASKO;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;1279;249;12
PRÃ„SIDENT;Leonce und Lena;Büchner, Georg;1278;233;16
ZOFE;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;1277;236;14
SIMEON;Die Kinder GodunÃ_fs;Heiseler, Henry von;1276;249;17
PFÃ–RTNER;Der Turm;Hofmannsthal, Hugo von;1276;227;6
KARTENAUFSCHLÃ„GERIN;Arabella;Hofmannsthal, Hugo von;1276;247;18
DIE STIMME;Faust;Avenarius, Ferdinand;1276;251;1
LUKREZIA;Die Liebe im Narrenhause;Stephanie, Johann Gottlieb (der Jüngere);1275;236;9
RAUFGERN;Johann Faust;Weidmann, Paul;1274;236;3
VATER;Die verkehrte Welt;Tieck, Ludwig;1273;225;9
BARUCH;Uriel Acosta;Gutzkow, Karl;1273;236;7
DER BRUDER LEO;Der Sieg des Christos;Sorge, Reinhard Johannes;1272;239;20
RUYSUM;Egmont;Goethe, Johann Wolfgang von;1271;213;11
SÃ„NGER;Odysseus;Sorge, Reinhard Johannes;1270;218;4
STANZIDES;Das weite Land;Schnitzler, Arthur;1270;217;9
HERREN UND DAMEN DES HOFES;Anna Iwanowna;Ertler, Bruno;1265;236;23
EISLEBEN;Berlin, wie es weint und lacht;Berg, O. F.;1265;165;17
NEID;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;1264;225;9
LIDDI;Gaukler, Tod und Juwelier;Hauptmann, Carl;1264;207;10
ZINNOW;Hasemann's Töchter;L'Arronge, Adolph;1263;224;18
PAGE;König Manfred;Roeber, Friedrich;1263;251;5
RIEFFE;Johannes Gutenberg;Birch-Pfeiffer, Charlotte;1262;231;6
DER WACHTMEISTER;Musik;Wedekind, Frank;1262;217;12
ZADI;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;1259;235;19
MICHELE;König Nicolo oder So ist das Leben;Wedekind, Frank;1257;233;7
EUPHORION;Faust;Vischer, Friedrich Theodor;1256;216;5
SCHMERZENREICH;Golo und Genovefa;Müller, Friedrich (Maler Müller);1255;229;20
VALZACCHI;Der Rosenkavalier;Hofmannsthal, Hugo von;1254;228;16
KAISER LUDWIG;Die Karolinger;Wildenbruch, Ernst von;1253;254;19
CYPRIAN;Das Haus der Temperamente;Nestroy, Johann;1253;235;17
PRINZESSIN;Der EnglÃ_nder;Lenz, Jakob Michael Reinhold;1252;230;6
DER MANN;Die Pfandung;Leisewitz, Johann Anton;1252;233;9
TITUREL;Merlin;Immermann, Karl;1250;179;1
DER GEIST;Der Besuch um Mitternacht;Leisewitz, Johann Anton;1250;222;3
RUND;Judas. Ein Arbeiterdrama;Mühsam, Erich;1249;225;16
EIN DIENER BEI RENYS;Der letzte Held von Marienburg;Eichendorff, Joseph von;1249;234;9
LINK;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;1248;212;20
KIKIN;Die Bojaren;Immermann, Karl;1247;229;25
